,Date,Positive,Negative,Neutral,Compound
52,2014-03-05,0.0,0.14200000000000002,0.858,-0.3173
53,2014-03-06,0.08425,0.16325,0.7525000000000001,-0.129975
54,2014-03-07,0.11800000000000002,0.0944,0.7876,0.06578
55,2014-03-08,0.0,0.406,0.594,-0.8481
56,2014-03-09,0.175,0.0,0.825,0.35595
57,2014-03-12,0.0,0.061,0.939,-0.128
58,2014-03-13,0.0,0.0,1.0,0.0
59,2014-03-14,0.0725,0.147,0.7805,-0.007000000000000006
60,2014-03-17,0.0,0.099,0.901,-0.296
61,2014-03-20,0.103,0.0,0.897,0.3182
62,2014-03-21,0.121,0.088,0.791,0.1779
63,2014-03-23,0.0,0.0,1.0,0.0
64,2014-03-24,0.0,0.0,1.0,0.0
65,2014-03-25,0.0,0.0,1.0,0.0
66,2014-03-26,0.0,0.0,1.0,0.0
67,2014-03-27,0.0,0.0,1.0,0.0
68,2014-03-31,0.0665,0.0,0.9335,0.1591
69,2014-04-02,0.1585,0.0,0.8415,0.33525
70,2014-04-03,0.0,0.0,1.0,0.0
71,2014-04-04,0.0,0.0,1.0,0.0
72,2014-04-06,0.0,0.0,1.0,0.0
73,2014-04-08,0.17,0.205,0.625,0.0516
74,2014-04-10,0.163,0.0,0.837,0.2202
75,2014-04-22,0.0,0.0,1.0,0.0
76,2014-04-23,0.2715,0.0,0.7285,0.5328999999999999
77,2014-04-27,0.2115,0.0,0.7885,0.4841
78,2014-04-29,0.0,0.0,1.0,0.0
79,2014-05-02,0.1685,0.0,0.8315,0.36345
80,2014-05-10,0.25,0.137,0.613,0.34
81,2014-05-16,0.192,0.0,0.808,0.765
82,2014-06-05,0.0,0.0,1.0,0.0
83,2014-06-10,0.0,0.0,1.0,0.0
84,2014-06-15,0.0,0.0,1.0,0.0
85,2014-06-16,0.128,0.0,0.872,0.4215
86,2014-06-17,0.0,0.0,1.0,0.0
87,2014-06-22,0.0,0.119,0.881,-0.3182
88,2014-06-23,0.293,0.0,0.707,0.6597
89,2014-06-25,0.0,0.0,1.0,0.0
90,2014-06-27,0.141,0.0,0.859,0.4215
91,2014-07-01,0.37,0.0,0.63,0.8739
92,2014-07-07,0.174,0.0,0.826,0.2263
93,2014-07-09,0.0,0.29,0.71,-0.5423
94,2014-07-12,0.103,0.0,0.897,0.2992
95,2014-07-15,0.293,0.0,0.707,0.4404
96,2014-07-18,0.17775,0.04825,0.7739999999999999,0.3697
97,2014-07-19,0.302,0.0,0.698,0.7574
98,2014-07-30,0.0,0.0,1.0,0.0
99,2014-07-31,0.0,0.0,1.0,0.0
100,2014-08-03,0.0,0.0,1.0,0.0
101,2014-08-06,0.099,0.0,0.901,0.0258
102,2014-08-09,0.0,0.0,1.0,0.0
103,2014-08-19,0.0,0.231,0.769,-0.5574
104,2014-08-31,0.0,0.113,0.887,-0.4939
105,2014-09-08,0.269,0.0,0.731,0.7402
106,2014-09-09,0.0,0.388,0.612,-0.871
107,2014-09-13,0.077,0.133,0.79,-0.2312
108,2014-09-16,0.13,0.0,0.87,0.4019
109,2014-09-22,0.0275,0.0,0.9724999999999999,0.0129
110,2014-09-23,0.239,0.0,0.761,0.7425
111,2014-09-26,0.0,0.0,1.0,0.0
112,2014-09-28,0.11,0.0,0.89,0.4939
113,2014-10-01,0.0,0.0,1.0,0.0
114,2014-10-05,0.0,0.125,0.875,-0.6486
115,2014-10-06,0.0,0.051,0.949,-0.1027
116,2014-10-16,0.319,0.0,0.681,0.7579
117,2014-10-28,0.162,0.0,0.838,0.4404
118,2014-10-29,0.0,0.0,1.0,0.0
119,2014-11-01,0.301,0.0,0.699,0.5106
120,2014-11-06,0.0,0.304,0.696,-0.5859
121,2014-11-13,0.0,0.0,1.0,0.0
122,2014-11-16,0.0,0.198,0.802,-0.8455
123,2014-11-18,0.142,0.082,0.775,0.34
124,2014-11-23,0.219,0.149,0.632,0.3472
125,2014-11-29,0.091,0.216,0.693,-0.4404
126,2014-12-01,0.174,0.0,0.826,0.2263
127,2014-12-02,0.0645,0.077,0.8585,-0.08895
128,2014-12-04,0.124,0.0,0.876,0.34
129,2014-12-07,0.212,0.082,0.706,0.4939
130,2014-12-11,0.138,0.06475,0.79725,0.2259
131,2014-12-16,0.522,0.0,0.478,0.872
132,2014-12-17,0.0,0.0,1.0,0.0
133,2014-12-21,0.0,0.0,1.0,0.0
134,2014-12-22,0.211,0.0,0.789,0.4466
135,2014-12-27,0.0,0.1135,0.8865000000000001,-0.31245
136,2014-12-28,0.0725,0.086,0.8414999999999999,-0.07174999999999998
137,2014-12-29,0.086,0.298,0.616,-0.7351
138,2014-12-30,0.0,0.0,1.0,0.0
139,2015-01-04,0.0,0.0,1.0,0.0
140,2015-01-05,0.0,0.0,1.0,0.0
141,2015-01-09,0.0,0.0,1.0,0.0
142,2015-01-13,0.204,0.0,0.796,0.6289
143,2015-01-14,0.122,0.0,0.878,0.2023
144,2015-01-20,0.368,0.0,0.632,0.836
145,2015-01-24,0.124,0.0,0.876,0.4019
146,2015-01-25,0.189,0.0,0.8109999999999999,0.4178
147,2015-01-26,0.0,0.0,1.0,0.0
148,2015-01-27,0.22,0.148,0.633,0.013
149,2015-02-01,0.14100000000000001,0.115,0.744,0.10655000000000003
150,2015-02-06,0.194,0.0,0.806,0.5574
151,2015-02-10,0.13,0.0,0.87,0.5106
152,2015-02-19,0.172,0.0,0.828,0.4019
153,2015-02-20,0.293,0.0,0.707,0.6597
154,2015-02-27,0.351,0.0,0.649,0.4019
155,2015-02-28,0.0,0.0,1.0,0.0
156,2015-03-14,0.23550000000000001,0.0,0.7645,0.5736
157,2015-03-19,0.0915,0.053,0.8554999999999999,0.061350000000000016
158,2015-03-22,0.134,0.0,0.866,0.1779
159,2015-03-29,0.0,0.0,1.0,0.0
160,2015-03-30,0.10266666666666667,0.10533333333333332,0.7919999999999999,-0.11303333333333332
161,2015-04-02,0.0,0.0,1.0,0.0
162,2015-04-13,0.17049999999999998,0.0,0.8295,0.5398000000000001
163,2015-04-14,0.162,0.0,0.838,0.4019
164,2015-04-21,0.0,0.0,1.0,0.0
165,2015-04-24,0.414,0.0,0.586,0.802
166,2015-04-30,0.0,0.0,1.0,0.0
167,2015-05-03,0.0,0.0,1.0,0.0
168,2015-05-10,0.153,0.133,0.714,0.1027
169,2015-05-11,0.129,0.105,0.766,0.128
170,2015-05-19,0.0,0.15466666666666665,0.8453333333333334,-0.38453333333333334
171,2015-05-24,0.0,0.0,1.0,0.0
172,2015-05-27,0.0,0.0,1.0,0.0
173,2015-05-28,0.0,0.0,1.0,0.0
174,2015-05-29,0.0,0.255,0.745,-0.6682
175,2015-06-04,0.129,0.226,0.645,-0.2732
176,2015-06-15,0.202,0.0,0.798,0.4158
177,2015-06-16,0.178,0.0,0.822,0.3818
178,2015-06-20,0.0,0.265,0.735,-0.6597
179,2015-07-02,0.077,0.06,0.863,0.10115
180,2015-07-13,0.0,0.0,1.0,0.0
181,2015-07-19,0.094,0.094,0.812,0.0
182,2015-07-20,0.097,0.082,0.821,0.0772
183,2015-07-28,0.0,0.0,1.0,0.0
184,2015-08-01,0.073,0.161,0.766,-0.4934
185,2015-08-04,0.0,0.211,0.789,-0.4939
186,2015-08-16,0.121,0.0,0.879,0.0258
187,2015-08-20,0.196,0.0,0.804,0.4877
188,2015-08-24,0.311,0.0,0.6890000000000001,0.6283000000000001
189,2015-09-01,0.0,0.0,1.0,0.0
190,2015-09-03,0.0,0.156,0.844,-0.34
191,2015-09-08,0.0,0.227,0.773,-0.6249
192,2015-09-22,0.0,0.0,1.0,0.0
193,2015-10-16,0.276,0.164,0.56,0.4588
194,2015-10-26,0.167,0.0,0.833,0.3818
195,2015-10-31,0.073,0.097,0.83,-0.1283
196,2015-11-02,0.0,0.0,1.0,0.0
197,2015-11-03,0.2325,0.0,0.7675000000000001,0.5317999999999999
198,2015-11-08,0.267,0.0,0.733,0.7351
199,2015-11-15,0.139,0.0,0.861,0.2716
200,2015-11-17,0.215,0.0,0.785,0.6249
201,2015-11-18,0.054,0.283,0.663,-0.8519
202,2015-11-20,0.0445,0.1805,0.775,-0.47065
203,2015-11-21,0.184,0.0,0.816,0.5574
204,2015-12-08,0.1235,0.0,0.8765000000000001,0.2787
205,2015-12-16,0.035,0.0995,0.8655,-0.21684999999999996
206,2015-12-17,0.254,0.0,0.746,0.6259
207,2015-12-27,0.0,0.0,1.0,0.0
208,2016-01-02,0.18,0.0,0.82,0.0516
209,2016-01-03,0.263,0.0,0.737,0.5637
210,2016-01-14,0.0,0.11499999999999999,0.885,-0.5106
211,2016-01-15,0.2945,0.118,0.5875,0.43115000000000003
212,2016-01-19,0.0,0.306,0.694,-0.6597
213,2016-01-20,0.355,0.0,0.645,0.0258
214,2016-01-22,0.071,0.191,0.738,-0.5559
215,2016-01-23,0.333,0.0,0.667,0.7184
216,2016-01-29,0.28600000000000003,0.0,0.714,0.44655
217,2016-02-03,0.078,0.0,0.922,0.1779
218,2016-02-09,0.358,0.0,0.642,0.7717
219,2016-02-10,0.446,0.0,0.554,0.9442
220,2016-02-13,0.281,0.0,0.719,0.8402
221,2016-02-14,0.0,0.0,1.0,0.0
222,2016-02-16,0.135,0.399,0.46599999999999997,-0.8077000000000001
223,2016-02-18,0.14,0.158,0.702,0.1779
224,2016-02-21,0.0,0.0,1.0,0.0
225,2016-02-22,0.0,0.0,1.0,0.0
226,2016-02-28,0.139,0.0,0.861,0.4404
227,2016-03-01,0.283,0.0,0.717,0.6908
228,2016-03-12,0.249,0.0,0.751,0.6486
229,2016-03-13,0.33,0.0,0.67,0.7506
230,2016-03-23,0.104,0.077,0.82,0.128
231,2016-03-27,0.16,0.0,0.84,0.2732
232,2016-03-28,0.0,0.096,0.904,-0.1779
233,2016-04-02,0.0675,0.0,0.9325,0.1806
234,2016-04-03,0.0,0.186,0.814,-0.5965
235,2016-04-04,0.087,0.0,0.913,0.296
236,2016-04-07,0.135,0.0,0.865,0.3612
237,2016-04-21,0.0,0.0,1.0,0.0
238,2016-04-23,0.0,0.0,1.0,0.0
239,2016-04-29,0.0,0.0,1.0,0.0
240,2016-05-02,0.06781818181818182,0.12454545454545456,0.8076363636363637,-0.0436090909090909
241,2016-05-03,0.2605,0.19649999999999998,0.5435,0.09979999999999999
242,2016-05-08,0.171,0.0,0.829,0.4767
243,2016-05-09,0.0,0.0,1.0,0.0
244,2016-05-12,0.0,0.458,0.542,-0.6408
245,2016-05-14,0.4495,0.0945,0.45599999999999996,0.6407499999999999
246,2016-05-15,0.127,0.064,0.809,0.3887
247,2016-05-19,0.0,0.196,0.804,-0.5267
248,2016-05-20,0.431,0.089,0.479,0.8934
249,2016-05-21,0.273,0.0,0.727,0.7184
250,2016-05-22,0.0,0.0,1.0,0.0
251,2016-05-25,0.141,0.1095,0.7495,0.2835
252,2016-05-27,0.0,0.0,1.0,0.0
253,2016-06-07,0.0,0.0,1.0,0.0
254,2016-06-08,0.0,0.0,1.0,0.0
255,2016-06-12,0.0,0.231,0.769,-0.34
256,2016-06-17,0.15,0.164,0.686,-0.0644
257,2016-06-18,0.073,0.0,0.927,0.0258
258,2016-06-19,0.0,0.0,1.0,0.0
259,2016-06-23,0.0,0.0,1.0,0.0
260,2016-06-24,0.3145,0.0,0.6855,0.42935
261,2016-06-27,0.228,0.151,0.621,0.4084
262,2016-06-28,0.231,0.0,0.769,0.6369
263,2016-07-05,0.161,0.0,0.839,0.4364
264,2016-07-07,0.337,0.0,0.663,0.6808
265,2016-07-09,0.1265,0.0995,0.774,0.10115
266,2016-07-10,0.275,0.0,0.725,0.6486
267,2016-07-11,0.0,0.19,0.81,-0.2755
268,2016-07-12,0.0,0.0,1.0,0.0
269,2016-07-21,0.306,0.0,0.694,0.8658
270,2016-07-26,0.294,0.0,0.706,0.3612
271,2016-07-28,0.271,0.0,0.729,0.6369
272,2016-08-02,0.0,0.1155,0.8845000000000001,-0.2997
273,2016-08-03,0.069,0.1805,0.7505,-0.16885
274,2016-08-05,0.21575,0.02425,0.76,0.36585
275,2016-08-07,0.737,0.0,0.263,0.8555
276,2016-08-09,0.11633333333333333,0.10466666666666667,0.7793333333333333,0.06039999999999999
277,2016-08-10,0.104,0.0,0.896,0.2732
278,2016-08-16,0.0,0.0,1.0,0.0
279,2016-08-17,0.2085,0.0,0.7915,0.41125
280,2016-08-18,0.0,0.154,0.846,-0.4767
281,2016-08-29,0.0,0.167,0.833,-0.1027
282,2016-08-31,0.318,0.0,0.682,0.7906
283,2016-09-06,0.196,0.399,0.405,-0.4588
284,2016-09-08,0.161,0.0,0.839,0.3612
285,2016-09-14,0.0,0.492,0.508,-0.4404
286,2016-09-15,0.137,0.0,0.863,0.368
287,2016-09-25,0.0,0.0,1.0,0.0
288,2016-09-29,0.293,0.0,0.707,0.4404
289,2016-10-01,0.198,0.0,0.802,0.6369
290,2016-10-03,0.106,0.216,0.678,-0.3818
291,2016-10-05,0.0,0.0,1.0,0.0
292,2016-10-07,0.0,0.0,1.0,0.0
293,2016-10-08,0.502,0.0,0.498,0.8779
294,2016-10-13,0.0,0.231,0.769,-0.34
295,2016-10-14,0.326,0.0,0.674,0.4404
296,2016-10-15,0.0,0.0,1.0,0.0
297,2016-10-19,0.0,0.0,1.0,0.0
298,2016-10-21,0.1155,0.0,0.8845000000000001,0.3715
299,2016-10-24,0.0,0.0,1.0,0.0
300,2016-10-27,0.08833333333333333,0.16366666666666665,0.7479999999999999,-0.2733333333333334
301,2016-10-29,0.294,0.0,0.706,0.3612
302,2016-10-31,0.0,0.0,1.0,0.0
303,2016-11-01,0.144,0.0,0.856,0.4019
304,2016-11-04,0.0,0.0,1.0,0.0
305,2016-11-08,0.206,0.0,0.794,0.5267
306,2016-11-09,0.0,0.0,1.0,0.0
307,2016-11-11,0.0,0.0,1.0,0.0
308,2016-11-13,0.0,0.167,0.833,-0.5574
309,2016-11-14,0.116,0.151,0.734,-0.2263
310,2016-11-17,0.24866666666666667,0.042666666666666665,0.7086666666666667,0.42379999999999995
311,2016-11-18,0.083,0.0,0.917,0.27815
312,2016-11-20,0.0,0.0,1.0,0.0
313,2016-11-22,0.121,0.074,0.806,0.3252
314,2016-11-24,0.0,0.0,1.0,0.0
315,2016-11-25,0.481,0.0,0.519,0.8126
316,2016-11-26,0.0,0.231,0.769,-0.4408
317,2016-11-28,0.113,0.2575,0.63,-0.13480000000000003
318,2016-11-30,0.0,0.0,1.0,0.0
319,2016-12-03,0.0,0.0,1.0,0.0
320,2016-12-04,0.115,0.0,0.885,0.296
321,2016-12-06,0.128,0.0,0.872,0.0516
322,2016-12-07,0.0,0.0,1.0,0.0
323,2016-12-08,0.09325,0.11599999999999999,0.791,-0.06684999999999999
324,2016-12-09,0.0,0.0,1.0,0.0
325,2016-12-14,0.0,0.202,0.798,-0.6486
326,2016-12-16,0.098,0.16,0.742,-0.3818
327,2016-12-17,0.0,0.0,1.0,0.0
328,2016-12-18,0.0,0.0,1.0,0.0
329,2016-12-19,0.0,0.0,1.0,0.0
330,2016-12-20,0.23550000000000001,0.0,0.7645,0.31095
331,2016-12-21,0.203,0.059,0.7384999999999999,0.49075
332,2016-12-22,0.2273333333333333,0.0,0.7726666666666665,0.4706666666666666
333,2016-12-23,0.14875,0.0,0.8512500000000001,0.2197
334,2016-12-24,0.231,0.0,0.769,0.5859
335,2016-12-26,0.23659999999999998,0.0,0.7634000000000001,0.53086
336,2016-12-27,0.057,0.0,0.9430000000000001,0.10115
337,2016-12-28,0.06999999999999999,0.0,0.9299999999999999,0.25635
338,2016-12-29,0.15033333333333332,0.048999999999999995,0.8006666666666667,0.30706666666666665
339,2016-12-30,0.19966666666666666,0.0,0.8003333333333332,0.5196999999999999
340,2016-12-31,0.194,0.0885,0.7175,0.13465
341,2017-01-01,0.19914285714285715,0.0,0.8008571428571428,0.3575
342,2017-01-02,0.08325,0.0,0.91675,0.246525
343,2017-01-03,0.276,0.0,0.724,0.69225
344,2017-01-04,0.10909090909090909,0.08063636363636363,0.8102727272727273,0.05958181818181819
345,2017-01-05,0.0,0.0,1.0,0.0
346,2017-01-06,0.18066666666666667,0.13833333333333334,0.681,0.11016666666666665
347,2017-01-07,0.0,0.0,1.0,0.0
348,2017-01-09,0.11,0.0,0.89,0.1366
349,2017-01-11,0.17325000000000002,0.04825,0.77825,0.374525
350,2017-01-14,0.28174999999999994,0.01025,0.708,0.558675
351,2017-01-15,0.0,0.0,1.0,0.0
352,2017-01-16,0.0,0.0,1.0,0.0
353,2017-01-17,0.174,0.12,0.707,0.0
354,2017-01-18,0.126,0.0,0.874,0.32985
355,2017-01-22,0.0,0.0,1.0,0.0
356,2017-01-24,0.0,0.0,1.0,0.0
357,2017-01-29,0.0,0.0,1.0,0.0
358,2017-01-31,0.0,0.0,1.0,0.0
359,2017-02-01,0.21933333333333335,0.03966666666666666,0.741,0.3611333333333333
360,2017-02-02,0.030333333333333334,0.0,0.9696666666666666,0.0172
361,2017-02-03,0.182,0.0,0.818,0.4404
362,2017-02-07,0.0,0.0,1.0,0.0
363,2017-02-08,0.03,0.0,0.97,0.0625
364,2017-02-11,0.172,0.0,0.828,0.3612
365,2017-02-14,0.0,0.19,0.81,-0.6908
366,2017-02-16,0.469,0.0,0.531,0.6486
367,2017-02-18,0.316,0.0,0.684,0.8126
368,2017-02-19,0.0,0.0,1.0,0.0
369,2017-02-20,0.0,0.069,0.931,-0.1027
370,2017-02-22,0.174,0.0,0.826,0.2732
371,2017-02-23,0.09475,0.063,0.8422499999999999,0.121125
372,2017-02-24,0.088,0.0,0.9119999999999999,0.28595
373,2017-02-25,0.09,0.10525,0.80475,-0.008050000000000002
374,2017-02-26,0.185,0.0,0.815,0.5267
375,2017-02-27,0.0445,0.175,0.7805,-0.3404
376,2017-02-28,0.10475000000000001,0.11449999999999999,0.781,0.029649999999999982
377,2017-03-01,0.0,0.0,1.0,0.0
378,2017-03-02,0.09049999999999998,0.07433333333333332,0.8351666666666665,0.007266666666666671
379,2017-03-03,0.2235,0.0,0.7765,0.47485
380,2017-03-04,0.255,0.0,0.745,0.5859
381,2017-03-05,0.0,0.0,1.0,0.0
382,2017-03-06,0.0,0.0,1.0,0.0
383,2017-03-07,0.17,0.0,0.83,0.6249
384,2017-03-08,0.096,0.077,0.827,0.18120000000000003
385,2017-03-09,0.0,0.098,0.902,-0.1715
386,2017-03-10,0.11574999999999998,0.102,0.78225,0.06374166666666665
387,2017-03-11,0.03825,0.05575,0.906,-0.052049999999999985
388,2017-03-12,0.121,0.227,0.6515,-0.0897
389,2017-03-13,0.04066666666666666,0.0,0.9593333333333334,0.12040000000000001
390,2017-03-14,0.049,0.0655,0.8855,-0.020549999999999985
391,2017-03-15,0.0,0.397,0.603,-0.8481
392,2017-03-16,0.0,0.0,1.0,0.0
393,2017-03-17,0.136,0.182,0.682,0.0005
394,2017-03-18,0.23866666666666667,0.169,0.592,0.26559999999999995
395,2017-03-19,0.0685,0.2475,0.6839999999999999,-0.5103
396,2017-03-20,0.08833333333333333,0.043000000000000003,0.8690000000000001,0.041266666666666674
397,2017-03-21,0.156,0.0745,0.7695,0.16720000000000002
398,2017-03-22,0.0,0.0,1.0,0.0
399,2017-03-24,0.10966666666666668,0.10633333333333334,0.7840000000000001,-0.010766666666666666
400,2017-03-25,0.19374999999999998,0.25875000000000004,0.54775,-0.21447500000000003
401,2017-03-26,0.12325,0.0,0.8767499999999999,0.2939
402,2017-03-27,0.18699999999999997,0.09266666666666667,0.7200000000000001,0.14796666666666666
403,2017-03-28,0.0,0.223,0.777,-0.6486
404,2017-03-29,0.075,0.094,0.83,-0.128
405,2017-03-31,0.062,0.0,0.938,0.17
406,2017-04-01,0.0,0.0,1.0,0.0
407,2017-04-03,0.22333333333333336,0.041,0.7356666666666666,0.3710333333333333
408,2017-04-04,0.1835,0.0,0.8165,0.35015
409,2017-04-05,0.0,0.04066666666666666,0.9593333333333334,-0.16463333333333333
410,2017-04-06,0.1685,0.033,0.798,0.35505
411,2017-04-07,0.0,0.0,1.0,0.0
412,2017-04-08,0.16762500000000002,0.055624999999999994,0.776875,0.20832499999999998
413,2017-04-09,0.21066666666666667,0.0,0.7893333333333334,0.5412333333333333
414,2017-04-10,0.0,0.29,0.71,-0.6486
415,2017-04-11,0.10300000000000001,0.0,0.897,0.3291
416,2017-04-12,0.168,0.137,0.6950000000000001,0.14845
417,2017-04-14,0.074,0.0,0.9259999999999999,0.2553
418,2017-04-16,0.10266666666666667,0.24033333333333332,0.657,-0.4693333333333334
419,2017-04-17,0.143,0.0,0.857,0.3612
420,2017-04-18,0.195,0.0,0.805,0.4404
421,2017-04-19,0.11140000000000001,0.0,0.8886,0.19956000000000002
422,2017-04-20,0.13525,0.0,0.86475,0.41280000000000006
423,2017-04-21,0.08950000000000001,0.061,0.8495,0.09963333333333331
424,2017-04-23,0.1405,0.113,0.7464999999999999,0.1909
425,2017-04-24,0.133,0.0,0.867,0.37060000000000004
426,2017-04-25,0.05366666666666667,0.08033333333333333,0.866,-0.20983333333333332
427,2017-04-26,0.0635,0.11166666666666668,0.8251666666666667,-0.1899666666666667
428,2017-04-27,0.0516,0.0324,0.916,0.07958000000000001
429,2017-04-28,0.09949999999999999,0.043,0.8574999999999999,0.17217500000000002
430,2017-04-29,0.12875,0.06974999999999999,0.8014999999999999,0.1632
431,2017-04-30,0.18325,0.0,0.8167500000000001,0.4298
432,2017-05-01,0.12150000000000001,0.06070000000000001,0.8177,0.18905999999999995
433,2017-05-02,0.128875,0.052125000000000005,0.819,0.1921
434,2017-05-03,0.1905,0.0,0.8095,0.534
435,2017-05-04,0.19799999999999998,0.0,0.802,0.39515
436,2017-05-05,0.103,0.232,0.664,-0.5423
437,2017-05-06,0.0715,0.0,0.9285,0.1796
438,2017-05-07,0.198,0.091,0.7115,0.3839
439,2017-05-08,0.09600000000000002,0.06166666666666667,0.842,0.13906666666666667
440,2017-05-09,0.139,0.04725,0.81375,0.0987
441,2017-05-10,0.0,0.0,1.0,0.0
442,2017-05-11,0.03688888888888889,0.06788888888888889,0.895222222222222,-0.0879111111111111
443,2017-05-12,0.09191666666666666,0.18699999999999997,0.7211666666666666,-0.20220833333333332
444,2017-05-13,0.076,0.075,0.8490000000000001,-0.004033333333333351
445,2017-05-14,0.1745,0.0,0.8255,0.449725
446,2017-05-15,0.07725,0.03625,0.8865,0.056575
447,2017-05-16,0.106,0.0,0.894,0.31245
448,2017-05-17,0.2718333333333333,0.10916666666666668,0.6191666666666666,0.4838833333333333
449,2017-05-18,0.1022,0.11359999999999999,0.7842,0.14726
450,2017-05-19,0.056600000000000004,0.020999999999999998,0.9224,0.07854000000000001
451,2017-05-20,0.095,0.09928571428571428,0.8057142857142857,-0.0363
452,2017-05-21,0.10357142857142856,0.054142857142857145,0.8422857142857143,0.09142857142857143
453,2017-05-22,0.1073125,0.0246875,0.868,0.16572499999999998
454,2017-05-23,0.14823076923076925,0.03238461538461539,0.8193846153846154,0.24835384615384612
455,2017-05-24,0.18114285714285713,0.04285714285714286,0.776,0.2900714285714286
456,2017-05-25,0.1496153846153846,0.03030769230769231,0.8201538461538462,0.1842692307692308
457,2017-05-26,0.03525,0.10925,0.8554999999999999,-0.0686
458,2017-05-27,0.083,0.0,0.917,0.22290000000000001
459,2017-05-28,0.041777777777777775,0.08466666666666665,0.8734444444444445,-0.08926666666666666
460,2017-05-29,0.031375,0.07100000000000001,0.897625,-0.08857499999999999
461,2017-05-30,0.2343333333333333,0.11483333333333334,0.6509999999999999,0.3233333333333333
462,2017-05-31,0.05188888888888889,0.015333333333333334,0.9327777777777777,0.08547777777777779
463,2017-06-01,0.035,0.1325,0.8325,-0.1607
464,2017-06-02,0.077,0.05525,0.86775,0.074225
465,2017-06-03,0.2118,0.018,0.7702,0.48172
466,2017-06-04,0.032,0.06299999999999999,0.9049999999999999,-0.056071428571428564
467,2017-06-05,0.08033333333333333,0.013,0.9066666666666666,0.09038333333333333
468,2017-06-06,0.10794117647058826,0.025823529411764707,0.8662352941176471,0.2240764705882353
469,2017-06-07,0.10175,0.10250000000000001,0.7958750000000001,0.04760000000000001
470,2017-06-08,0.05544444444444444,0.06677777777777777,0.8777777777777778,-0.03944444444444443
471,2017-06-09,0.1344,0.1068,0.759,0.12566000000000002
472,2017-06-10,0.01875,0.0,0.98125,0.03515
473,2017-06-11,0.10916666666666668,0.044500000000000005,0.8463333333333334,0.15778333333333333
474,2017-06-12,0.11014285714285714,0.05242857142857143,0.8374285714285714,0.10117142857142855
475,2017-06-13,0.1765,0.10716666666666667,0.7163333333333334,-0.02538333333333335
476,2017-06-14,0.04328571428571428,0.05128571428571428,0.9055714285714286,-0.0322142857142857
477,2017-06-15,0.1471333333333333,0.10620000000000002,0.7466666666666667,0.11530666666666668
478,2017-06-16,0.04733333333333333,0.24866666666666667,0.7040000000000001,-0.5189333333333334
479,2017-06-17,0.05928571428571429,0.014142857142857143,0.9265714285714287,0.15305714285714286
480,2017-06-18,0.033,0.07366666666666667,0.8933333333333334,-0.12614999999999998
481,2017-06-19,0.12528571428571428,0.07914285714285715,0.7954285714285714,0.12504285714285712
482,2017-06-20,0.08014285714285714,0.039357142857142854,0.8805714285714287,0.060635714285714286
483,2017-06-21,0.07628571428571429,0.08642857142857141,0.8372857142857144,-0.003985714285714301
484,2017-06-22,0.1278,0.0612,0.8109999999999999,0.11632
485,2017-06-23,0.11322222222222224,0.11499999999999999,0.7717777777777779,-0.09796666666666666
486,2017-06-24,0.067875,0.01525,0.9168750000000001,0.16005
487,2017-06-25,0.1,0.0,0.9,0.33321249999999997
488,2017-06-26,0.17722222222222223,0.05511111111111111,0.7677777777777777,0.25453333333333333
489,2017-06-27,0.1399,0.0352,0.8249000000000001,0.17819000000000002
490,2017-06-28,0.08275,0.06375,0.8535,0.056675
491,2017-06-29,0.10325,0.027,0.86975,0.15030000000000002
492,2017-06-30,0.11299999999999999,0.04,0.8470000000000001,0.1413
493,2017-07-01,0.060714285714285714,0.031857142857142855,0.9074285714285715,0.09465714285714284
494,2017-07-02,0.221,0.053750000000000006,0.72525,0.414025
495,2017-07-03,0.12544444444444444,0.01011111111111111,0.8644444444444445,0.23125555555555558
496,2017-07-04,0.0924,0.0158,0.8917999999999999,0.18156
497,2017-07-05,0.13949999999999999,0.03166666666666667,0.8286666666666666,0.20013333333333336
498,2017-07-06,0.11425,0.08708333333333333,0.7986666666666666,0.12363333333333332
499,2017-07-07,0.1235,0.059125,0.8173750000000001,0.09526249999999999
500,2017-07-08,0.14766666666666667,0.07866666666666668,0.7736666666666667,0.23640000000000003
501,2017-07-09,0.049428571428571426,0.05485714285714286,0.8957142857142858,-0.017428571428571443
502,2017-07-10,0.0365,0.07875,0.88475,-0.05677499999999999
503,2017-07-11,0.11359999999999999,0.0746,0.8117999999999999,0.11750000000000002
504,2017-07-12,0.1421,0.0,0.8578999999999999,0.37710000000000005
505,2017-07-13,0.08855555555555555,0.05288888888888889,0.8583333333333333,0.09756666666666666
506,2017-07-14,0.112375,0.09612499999999999,0.7915,0.023525000000000004
507,2017-07-15,0.1622857142857143,0.10057142857142856,0.7371428571428572,0.19285714285714287
508,2017-07-16,0.08733333333333333,0.09055555555555556,0.8221111111111111,0.02234444444444445
509,2017-07-17,0.07375,0.069,0.85725,-0.015699999999999992
510,2017-07-18,0.11885714285714286,0.03642857142857143,0.8447142857142858,0.2636428571428572
511,2017-07-19,0.12633333333333333,0.056,0.8176666666666667,0.17799999999999994
512,2017-07-20,0.09236363636363637,0.06227272727272728,0.8452727272727271,0.09670909090909091
513,2017-07-21,0.11664285714285715,0.03,0.8533571428571428,0.29484999999999995
514,2017-07-22,0.11809090909090911,0.026454545454545453,0.8555454545454547,0.2963454545454546
515,2017-07-23,0.08771428571428572,0.033857142857142856,0.8784285714285714,0.16655714285714285
