,Date,Positive,Negative,Neutral,Compound,Closing_price,Opening_price,High_price,Low_price
86,6/17/2014,0,0,1,0,610.41333,592.25666,613.99166,590.18833
87,6/22/2014,0,0.119,0.881,-0.3182,592.405,599.57,602.82833,591.495
88,6/23/2014,0.293,0,0.707,0.6597,584.64166,592.405,593.255,580.84
89,6/25/2014,0,0,1,0,571.76666,575.905,576.03166,558.58333
90,6/27/2014,0.141,0,0.859,0.4215,597.66833,582.43166,600.72,576.24833
91,7/1/2014,0.37,0,0.63,0.8739,637.85625,647.12249,654.76874,627.77125
92,7/7/2014,0.174,0,0.826,0.2263,621.24249,631.29875,633.0625,612.2625
93,7/9/2014,0,0.29,0.71,-0.5423,621.3075,620.72,624.01,616.165
94,7/12/2014,0.103,0,0.897,0.2992,627.69,634.35749,635.04625,625.99249
95,7/15/2014,0.293,0,0.707,0.4404,619.8075,618.73875,622.46124,617.84124
96,7/18/2014,0.17775,0.04825,0.774,0.3697,623.99625,623.49749,628.54499,616.475
97,7/19/2014,0.302,0,0.698,0.7574,623.00625,623.99625,626.80875,621.365
98,7/30/2014,0,0,1,0,564.57,580.5175,581.28125,559.62249
99,7/31/2014,0,0,1,0,583.39,564.57,587.96,564.57
100,8/3/2014,0,0,1,0,585.80125,581.52,588.20375,578.20875
101,8/6/2014,0.099,0,0.901,0.0258,583.62375,582.52125,586.8775,578.80125
102,8/9/2014,0,0,1,0,586.05875,585.39625,588.99749,584.89
103,8/19/2014,0,0.231,0.769,-0.5574,472.91,455.91625,488.52625,455.83375
104,8/31/2014,0,0.113,0.887,-0.4939,474.5425,502.055,502.54375,474.09125
105,9/8/2014,0.269,0,0.731,0.7402,468.5775,473.58625,478.3925,464.52
106,9/9/2014,0,0.388,0.612,-0.871,474.29125,468.5775,478.03375,464.65625
107,9/13/2014,0.077,0.133,0.79,-0.2312,475.37875,471.5325,479.2275,470.97125
108,9/16/2014,0.13,0,0.87,0.4019,464.55375,471.08375,472.42125,461.65625
109,9/22/2014,0.0275,0,0.9725,0.0129,399.5025,399.0975,405.245,394.59125
110,9/23/2014,0.239,0,0.761,0.7425,427.8125,399.5025,443.6875,391.45625
111,9/26/2014,0,0,1,0,403.4975,410.15,411.04,396.04375
112,9/28/2014,0.11,0,0.89,0.4939,377.97875,398.84,398.8675,370.05625
113,10/1/2014,0,0,1,0,381.7475,387.94,390.35375,377.6
114,10/5/2014,0,0.125,0.875,-0.6486,308.07875,335.98125,337.22375,286.36874
115,10/6/2014,0,0.051,0.949,-0.1027,337.23375,308.07875,343.51,304.6875
116,10/16/2014,0.319,0,0.681,0.7579,376.26875,392.56625,393.36375,369.29375
117,10/28/2014,0.162,0,0.838,0.4404,348.9025,349.79625,354.6925,346.82875
118,10/29/2014,0,0,1,0,335.53625,348.9025,351.84875,332.49874
119,11/1/2014,0.301,0,0.699,0.5106,325.22633,338.0105,338.1295,319.367
120,11/6/2014,0,0.304,0.696,-0.5859,346.775,336.585,351.575,336.02833
121,11/13/2014,0,0,1,0,389.00333,442.10666,458.05166,385.675
122,11/16/2014,0,0.198,0.802,-0.8455,400.47166,377.08,404.445,376.615
123,11/18/2014,0.142,0.082,0.775,0.34,375.83333,384.93,389.35999,369.515
124,11/23/2014,0.219,0.149,0.632,0.3472,367.83,356.8,371.24166,353.475
125,11/29/2014,0.091,0.216,0.693,-0.4404,376.851,375.44,385.537,372.332
126,12/1/2014,0.174,0,0.826,0.2263,377.862,376.13218,382.602,376.082
127,12/2/2014,0.0645,0.077,0.8585,-0.08895,382.452,377.862,383.719,377.85311
128,12/4/2014,0.124,0,0.876,0.34,368.3618,376.382,378.106,365.543
129,12/7/2014,0.212,0.082,0.706,0.4939,373.155,373.744,375.849,373.059
130,12/11/2014,0.138,0.06475,0.79725,0.2259,348.272,341.041,361.003,340.081
131,12/16/2014,0.522,0,0.478,0.872,330.536,338.547,339.901,323.77499
132,12/17/2014,0,0,1,0,317.405,330.536,331.281,314.438
133,12/21/2014,0,0,1,0,320.03499,321.89299,324.993,317.58299
134,12/22/2014,0.211,0,0.789,0.4466,328.701,320.03499,332.466,318.975
135,12/27/2014,0,0.1135,0.8865,-0.31245,316.009,320.868,321.556,312.007
136,12/28/2014,0.0725,0.086,0.8415,-0.07175,315.64,316.009,319.63099,310.541
137,12/29/2014,0.086,0.298,0.616,-0.7351,313.994,315.64,317.552,311.705
138,12/30/2014,0,0,1,0,309.903,313.994,314.467,308.812
139,1/4/2015,0,0,1,0,270.813,277.853,286.243,257.022
140,1/5/2015,0,0,1,0,272.0175,270.813,277.97199,265.24
141,1/9/2015,0,0,1,0,286.688,281.03625,291.2475,280.92375
142,1/13/2015,0.204,0,0.796,0.6289,219.128,243.081,249.04299,216.356
143,1/14/2015,0.122,0,0.878,0.2023,193.3511,219.128,219.973,170.084
144,1/20/2015,0.368,0,0.632,0.836,212.28249,211.5401,214.66619,204.8001
145,1/24/2015,0.124,0,0.876,0.4019,251.606,231.4242,254.98829,231.4242
146,1/25/2015,0.189,0,0.811,0.4178,283.59769,251.606,290.8877,243.305
147,1/26/2015,0,0,1,0,258.5374,283.59769,307.9664,254.225
148,1/27/2015,0.22,0.148,0.633,0.013,257.447,258.5374,268.022,250.9381
149,2/1/2015,0.141,0.115,0.744,0.10655,229.80441,216.66066,231.91775,211.53066
150,2/6/2015,0.194,0,0.806,0.5574,225.46666,219.75625,226.18658,216.36516
151,2/10/2015,0.13,0,0.87,0.5106,223.00366,220.16725,223.5535,215.45466
152,2/19/2015,0.172,0,0.828,0.4019,241.07183,237.1035,243.11,235.63558
153,2/20/2015,0.293,0,0.707,0.6597,245.70566,241.07183,247.13699,241.07183
154,2/27/2015,0.351,0,0.649,0.4019,251.03416,251.28908,257.50475,246.14616
155,2/28/2015,0,0,1,0,251.9314,251.03416,254.18825,250.58558
156,3/14/2015,0.2355,0,0.7645,0.5736,283.0809,282.644,286.19169,280.2655
157,3/19/2015,0.0915,0.053,0.8555,0.06135,263.4741,252.44789,264.23519,250.6699
158,3/22/2015,0.134,0,0.866,0.1779,267.5549,259.3943,269.9758,259.328
159,3/29/2015,0,0,1,0,245.1133,246.728,247.6292,236.4428
160,3/30/2015,0.102666667,0.105333333,0.792,-0.113033333,247.2639,245.1133,248.5962,242.278
161,4/2/2015,0,0,1,0,252.0578,246.96,254.1979,244.2932
162,4/13/2015,0.1705,0,0.8295,0.5398,222.6009,235.522,236.7879,220.5774
163,4/14/2015,0.162,0,0.838,0.4019,220.9126,222.6009,222.6009,215.4597
164,4/21/2015,0,0,1,0,235.50369,224.9815,236.685,223.70388
165,4/24/2015,0.414,0,0.586,0.802,228.92379,233.40079,233.8944,228.4377
166,4/30/2015,0,0,1,0,236.6827,225.9976,239.6384,225.9976
167,5/3/2015,0,0,1,0,240.3646,236.2378,243.6192,236.176
168,5/10/2015,0.153,0.133,0.714,0.1027,239.4036,241.516,244.2782,237.76
169,5/11/2015,0.129,0.105,0.766,0.128,240.00079,239.4036,244.06689,238.778
170,5/19/2015,0,0.154666667,0.845333333,-0.384533333,232.7193,233.3119,234.003,231.74769
171,5/24/2015,0,0,1,0,240.9415,239.7985,242.6293,238.99
172,5/27/2015,0,0,1,0,237.6708,237.1844,238.7449,236.4294
173,5/28/2015,0,0,1,0,237.2277,237.6708,237.896,236.5359
174,5/29/2015,0,0.255,0.745,-0.6682,236.1404,237.2277,237.4219,235.4436
175,6/4/2015,0.129,0.226,0.645,-0.2732,223.9665,225.444,226.4761,223.8567
176,6/15/2015,0.202,0,0.798,0.4158,237.39899,234.7473,238.5994,234.4622
177,6/16/2015,0.178,0,0.822,0.3818,248.7435,237.39899,254.09699,237.1618
178,6/20/2015,0,0.265,0.735,-0.6597,244.15625,240.7897,246.4702,239.5589
179,7/2/2015,0.077,0.06,0.863,0.10115,255.52675,259.62937,259.7935,253.41412
180,7/13/2015,0,0,1,0,290.93137,304.9905,305.38975,277.716
181,7/19/2015,0.094,0.094,0.812,0,274.28387,275.30687,275.742,271.63375
182,7/20/2015,0.097,0.082,0.821,0.0772,279.45925,274.28387,279.77188,273.84275
183,7/28/2015,0,0,1,0,292.99425,293.15058,295.37741,292.12583
184,8/1/2015,0.073,0.161,0.766,-0.4934,278.68258,282.33741,282.92333,276.98033
185,8/4/2015,0,0.211,0.789,-0.4939,284.24366,283.49091,285.17558,280.89866
186,8/16/2015,0.121,0,0.879,0.0258,258.0065,261.20058,261.20058,255.74041
187,8/20/2015,0.196,0,0.804,0.4877,234.56375,232.06483,236.62541,229.81658
188,8/24/2015,0.311,0,0.689,0.6283,203.18133,227.23233,227.23233,198.22833
189,9/1/2015,0,0,1,0,226.28841,229.02966,229.47541,225.83066
190,9/3/2015,0,0.156,0.844,-0.34,227.14741,228.35299,228.45141,226.11783
191,9/8/2015,0,0.227,0.773,-0.6249,244.31383,242.01891,245.83491,241.82775
192,9/22/2015,0,0,1,0,231.30983,227.79358,232.10541,224.5965
193,10/16/2015,0.276,0.164,0.56,0.4588,267.53983,255.72741,268.08933,255.23441
194,10/26/2015,0.167,0,0.833,0.3818,287.83091,284.286,291.77658,280.89758
195,10/31/2015,0.073,0.097,0.83,-0.1283,311.70274,327.58425,328.04325,306.72525
196,11/2/2015,0,0,1,0,369.51133,325.64666,370.36625,324.83166
197,11/3/2015,0.2325,0,0.7675,0.5318,432.46133,369.51133,434.27575,362.4315
198,11/8/2015,0.267,0,0.733,0.7351,370.652,387.775,389.473,361.54
199,11/15/2015,0.139,0,0.861,0.2716,320.06,333.951,334.837,315.75799
200,11/17/2015,0.215,0,0.785,0.6249,333.33299,337.759,337.759,331.434
201,11/18/2015,0.054,0.283,0.663,-0.8519,334.02499,333.33299,337.162,329.91199
202,11/20/2015,0.0445,0.1805,0.775,-0.47065,321.482,315.63099,324.598,315.065
203,11/21/2015,0.184,0,0.816,0.5574,326.365,321.482,328.33299,320.606
204,12/8/2015,0.1235,0,0.8765,0.2787,421.424,395.59299,421.833,389.585
205,12/16/2015,0.035,0.0995,0.8655,-0.21685,451.102,445.805,462.524,440.205
206,12/17/2015,0.254,0,0.746,0.6259,456.425,451.102,458.46,451.01899
207,12/27/2015,0,0,1,0,427.817,419.338,429.09,414.186
208,1/2/2016,0.18,0,0.82,0.0516,431.985,433.773,435.739,429.768
209,1/3/2016,0.263,0,0.737,0.5637,431.691,431.985,432.417,424.152
210,1/14/2016,0,0.115,0.885,-0.5106,416.29,431.41,432.253,413.981
211,1/15/2016,0.2945,0.118,0.5875,0.43115,372.737,416.29,417.842,358.76599
212,1/19/2016,0,0.306,0.694,-0.6597,378.775,382.738,386.638,374.217
213,1/20/2016,0.355,0,0.645,0.0258,417.439,378.775,424.651,378.007
214,1/22/2016,0.071,0.191,0.738,-0.5559,388.219,403.271,403.685,374.138
215,1/23/2016,0.333,0,0.667,0.7184,388.538,388.219,394.496,381.191
216,1/29/2016,0.286,0,0.714,0.44655,376.952,369.133,384.489,368.704
217,2/3/2016,0.078,0,0.922,0.1779,370.433,372.762,373.793,366.316
218,2/9/2016,0.358,0,0.642,0.7717,374.764,372.434,376.286,370.953
219,2/10/2016,0.446,0,0.554,0.9442,379.186,374.764,383.564,374.649
220,2/13/2016,0.281,0,0.719,0.8402,397.23,388.87,398.059,387.492
221,2/14/2016,0,0,1,0,405.621,397.23,410.239,395.046
222,2/16/2016,0.135,0.399,0.466,-0.8077,407.017,401.663,408.124,399.79499
223,2/18/2016,0.14,0.158,0.702,0.1779,421.956,417.492,424.982,416.505
224,2/21/2016,0,0,1,0,436.14,439.61,448.29,427
225,2/22/2016,0,0,1,0,438.745,436.14,440.698,433.18199
226,2/28/2016,0.139,0,0.861,0.4404,438.28,425.502,439.049,424.357
227,3/1/2016,0.283,0,0.717,0.6908,434.001,436.426,436.426,428.502
228,3/12/2016,0.249,0,0.751,0.6486,411.637,415.04,415.96,407.299
229,3/13/2016,0.33,0,0.67,0.7506,414.208,411.637,416.025,411.434
230,3/23/2016,0.104,0.077,0.82,0.128,415.837,417.318,418.55,415.663
231,3/27/2016,0.16,0,0.84,0.2732,424.297,416.233,427.001,416.233
232,3/28/2016,0,0.096,0.904,-0.1779,423.597,424.297,425.042,421.45
233,4/2/2016,0.0675,0,0.9325,0.1806,418.93999,418.785,419.83,418.467
234,4/3/2016,0,0.186,0.814,-0.5965,418.593,418.93999,419.61,417.203
235,4/4/2016,0.087,0,0.913,0.296,422.044,418.593,422.197,417.412
236,4/7/2016,0.135,0,0.865,0.3612,421.616,420.553,422.011,418.746
237,4/21/2016,0,0,1,0,446.776,443.758,452.802,441.301
238,4/23/2016,0,0,1,0,455.152,447.233,457.138,445.715
239,4/29/2016,0,0,1,0,454.375,446.236,456.89099,446.224
240,5/2/2016,0.067818182,0.124545455,0.807636364,-0.043609091,443.681,453.067,453.227,439.89399
241,5/3/2016,0.2605,0.1965,0.5435,0.0998,449.157,443.681,451.443,443.681
242,5/8/2016,0.171,0,0.829,0.4767,458.708,459.937,460.48,456.154
243,5/9/2016,0,0,1,0,460.954,458.708,464.21,457.138
244,5/12/2016,0,0.458,0.542,-0.6408,453.701,451.155,455.12299,447.731
245,5/14/2016,0.4495,0.0945,0.456,0.64075,456.093,456.039,456.477,453.834
246,5/15/2016,0.127,0.064,0.809,0.3887,457.64099,456.093,458.87299,455.325
247,5/19/2016,0,0.196,0.804,-0.5267,440.231,453.494,454.078,435.616
248,5/20/2016,0.431,0.089,0.479,0.8934,442.953,440.231,444.075,439.43
249,5/21/2016,0.273,0,0.727,0.7184,442.892,442.953,443.71099,439.292
250,5/22/2016,0,0,1,0,440.551,442.892,443.15,437.996
251,5/25/2016,0.141,0.1095,0.7495,0.2835,448.278,447.035,449.979,446.784
252,5/27/2016,0,0,1,0,489.847,467.262,490.246,467.262
253,6/7/2016,0,0,1,0,576.226,585.399,588.682,565.165
254,6/8/2016,0,0,1,0,580.43599,576.226,583.989,573.546
255,6/12/2016,0,0.231,0.769,-0.34,682.226,633.205,685.275,628.08999
256,6/17/2016,0.15,0.164,0.686,-0.0644,736.386,773.25,773.505,709.688
257,6/18/2016,0.073,0,0.927,0.0258,747.831,736.386,781.309,733.813
258,6/19/2016,0,0,1,0,758.903,747.831,765.929,742.566
259,6/23/2016,0,0,1,0,657.08999,581.249,658.43999,560.331
260,6/24/2016,0.3145,0,0.6855,0.42935,687.168,657.08999,692.544,637.721
261,6/27/2016,0.228,0.151,0.621,0.4084,655.94399,644.091,661.35299,626.16099
262,6/28/2016,0.231,0,0.769,0.6369,634.357,655.94399,656.006,624.768
263,7/5/2016,0.161,0,0.839,0.4364,676.872,679.351,679.466,662.218
264,7/7/2016,0.337,0,0.663,0.6808,640.476,671.814,672.906,611.258
265,7/9/2016,0.1265,0.0995,0.774,0.10115,649.356,654.85299,661.76199,626.86899
266,7/10/2016,0.275,0,0.725,0.6486,656.747,649.356,660.439,639.618
267,7/11/2016,0,0.19,0.81,-0.2755,648.136,656.747,658.50699,644.754
268,7/12/2016,0,0,1,0,663.443,648.136,675.067,646.54
269,7/21/2016,0.306,0,0.694,0.8658,666.747,662.034,667.197,662.034
270,7/26/2016,0.294,0,0.706,0.3612,650.82899,655.418,656.72799,644.65
271,7/28/2016,0.271,0,0.729,0.6369,655.427,656.91599,658.631,654.16099
272,8/2/2016,0,0.1155,0.8845,-0.2997,555.926,601.227,608.707,484.59125
273,8/3/2016,0.069,0.1805,0.7505,-0.16885,578.52374,555.926,583.28,549.404
274,8/5/2016,0.21575,0.02425,0.76,0.36585,574.87375,570.33875,579.3425,567.54875
275,8/7/2016,0.737,0,0.263,0.8555,589.66125,588.51625,597.40125,584.45375
276,8/9/2016,0.116333333,0.104666667,0.779333333,0.0604,585.23875,586.715,589.6925,583.09124
277,8/10/2016,0.104,0,0.896,0.2732,594.81625,585.23875,599.85625,584.30625
278,8/16/2016,0,0,1,0,575.54125,567.60749,580.51125,565.45375
279,8/17/2016,0.2085,0,0.7915,0.41125,572.37249,575.54125,578.29375,568.47875
280,8/18/2016,0,0.154,0.846,-0.4767,573.01625,572.37249,576.16375,571.34375
281,8/29/2016,0,0.167,0.833,-0.1027,571.94125,574.49749,574.68499,571.23375
282,8/31/2016,0.318,0,0.682,0.7906,572.96,573.78125,573.845,570.80125
283,9/6/2016,0.196,0.399,0.405,-0.4588,609.4325,604.465,611.45,604.29499
284,9/8/2016,0.161,0,0.839,0.3612,623.6,613.67499,628.74875,613.13375
285,9/14/2016,0,0.492,0.508,-0.4404,606.8975,606.885,609.62625,606.7825
286,9/15/2016,0.137,0,0.863,0.368,605.52125,606.8975,608.47125,604.6625
287,9/25/2016,0,0,1,0,598.9075,601.36875,601.9775,597.65
288,9/29/2016,0.293,0,0.707,0.4404,604.52125,603.58124,606.02374,602.48375
289,10/1/2016,0.198,0,0.802,0.6369,613.23749,610.58375,615.09,610.57
290,10/3/2016,0.106,0.216,0.678,-0.3818,609.495,611.88874,612.61375,608.6325
291,10/5/2016,0,0,1,0,610.57,608.125,612.785,607.91125
292,10/7/2016,0,0,1,0,617.445,610.23375,617.445,609.84124
293,10/8/2016,0.502,0,0.498,0.8779,614.59625,617.445,618.4575,614.58375
294,10/13/2016,0,0.231,0.769,-0.34,635.88375,637.73625,637.75375,633.81625
295,10/14/2016,0.326,0,0.674,0.4404,638.975,635.88375,639.65,631.96
296,10/15/2016,0,0,1,0,638.605,638.975,639.98125,636.05375
297,10/19/2016,0,0,1,0,626.36875,634.605,636.36249,625.27625
298,10/21/2016,0.1155,0,0.8845,0.3715,630.61875,629.61249,632.30125,628.10125
299,10/24/2016,0,0,1,0,652.235,647.69375,652.84124,645.49375
300,10/27/2016,0.088333333,0.163666667,0.748,-0.273333333,684.2975,684.3775,686.73,678.02125
301,10/29/2016,0.294,0,0.706,0.3612,704.91,700.135,718.73375,692.21
302,10/31/2016,0,0,1,0,708.955,693.89625,710.44125,693.4425
303,11/1/2016,0.144,0,0.856,0.4019,725.6925,708.955,735.8275,707.8325
304,11/4/2016,0,0,1,0,702.175,701.21875,706.3,687.97375
305,11/8/2016,0.206,0,0.794,0.5267,728.36125,706.13375,729.0725,701.9975
306,11/9/2016,0,0,1,0,719.2525,728.36125,738.985,717.07875
307,11/11/2016,0,0,1,0,715.7725,714.57125,718.2725,713.0675
308,11/13/2016,0,0.167,0.833,-0.5574,704.62125,694.72125,704.65,686.0225
309,11/14/2016,0.116,0.151,0.734,-0.2263,711.39625,704.62125,713.0725,698.5175
310,11/17/2016,0.248666667,0.042666667,0.708666667,0.4238,738.665,745.92625,752.0375,731.9825
311,11/18/2016,0.083,0,0.917,0.27815,748.8075,738.665,751.1375,737.915
312,11/20/2016,0,0,1,0,730.365,752.5525,753.765,713.13
313,11/22/2016,0.121,0.074,0.806,0.3252,745.97875,734.84,750.80125,734.55
314,11/24/2016,0,0,1,0,730.3125,739.81875,740.87625,727.9875
315,11/25/2016,0.481,0,0.519,0.8126,737.4025,730.3125,738.51375,728.38125
316,11/26/2016,0,0.231,0.769,-0.4408,727.445,737.4025,738.155,724.1275
317,11/28/2016,0.113,0.2575,0.63,-0.1348,731.12625,731.9,734.1425,729.4725
318,11/30/2016,0,0,1,0,744.1025,731.64,744.47,730.71125
319,12/3/2016,0,0,1,0,764.3575,769.915,770.12125,757.835
320,12/4/2016,0.115,0,0.885,0.296,760.1,764.3575,767.24125,759.91875
321,12/6/2016,0.128,0,0.872,0.0516,758.35375,754.82625,759.89,751.95625
322,12/7/2016,0,0,1,0,763.23625,758.35375,768.31875,752.165
323,12/8/2016,0.09325,0.116,0.791,-0.06685,766.8725,763.23625,771.42,762.7025
324,12/9/2016,0,0,1,0,773.2825,766.8725,773.3225,766.33
325,12/14/2016,0,0.202,0.798,-0.6486,776.9825,778.35625,779.605,771.3925
326,12/16/2016,0.098,0.16,0.742,-0.3818,786.9725,776.415,790.83875,775.50125
327,12/17/2016,0,0,1,0,789.24625,786.9725,790.30375,785.57375
328,12/18/2016,0,0,1,0,791,789.24625,791.16,785.2375
329,12/19/2016,0,0,1,0,789.2325,791,792.2825,788.65625
330,12/20/2016,0.2355,0,0.7645,0.31095,805.79625,789.2325,806.1975,788.44875
331,12/21/2016,0.203,0.059,0.7385,0.49075,842.63875,805.79625,842.96625,805.14875
332,12/22/2016,0.227333333,0,0.772666667,0.470666667,910.9325,842.63875,910.9325,842.17875
333,12/23/2016,0.14875,0,0.85125,0.2197,910.2475,910.9325,918.94875,878.91
334,12/24/2016,0.231,0,0.769,0.5859,870.13125,910.2475,916.55625,869.47
335,12/26/2016,0.2366,0,0.7634,0.53086,900.36625,905.45625,906.88875,893.62125
336,12/27/2016,0.057,0,0.943,0.10115,948.89875,900.36625,949.80625,900.02625
337,12/28/2016,0.07,0,0.93,0.25635,971.645,948.89875,982.86875,947.03
338,12/29/2016,0.150333333,0.049,0.800666667,0.307066667,954.84375,971.645,977.7925,949.61875
339,12/30/2016,0.199666667,0,0.800333333,0.5197,952.455,954.84375,964.72625,928.9875
340,12/31/2016,0.194,0.0885,0.7175,0.13465,964.325,952.455,968.485,949.08625
341,1/1/2017,0.199142857,0,0.800857143,0.3575,1009.97375,964.325,1011.525,963.53
342,1/2/2017,0.08325,0,0.91675,0.246525,1028.33375,1009.97375,1034.105,998.62125
343,1/3/2017,0.276,0,0.724,0.69225,1047.09999,1028.33375,1048.12375,1013.3775
344,1/4/2017,0.109090909,0.080636364,0.810272727,0.059581818,1140.385,1047.09999,1141.9975,1047.06375
345,1/5/2017,0,0,1,0,985.93875,1140.385,1153.02,887.46625
346,1/6/2017,0.180666667,0.138333333,0.681,0.110166667,837.83625,985.93875,990.37125,821.655
347,1/7/2017,0,0,1,0,923.52375,837.83625,923.7475,816.36375
348,1/9/2017,0.11,0,0.89,0.1366,905.22625,889.33875,911.99625,881.1575
349,1/11/2017,0.17325,0.04825,0.77825,0.374525,772.66125,910.60625,919.55875,747.49625
350,1/14/2017,0.28175,0.01025,0.708,0.558675,821.19625,820.68875,835.555,810.6425
351,1/15/2017,0,0,1,0,830.74,821.19625,834.7025,810.21625
352,1/16/2017,0,0,1,0,848.58125,830.74,848.58125,820.91625
353,1/17/2017,0.174,0.12,0.707,0,890.29375,848.58125,914.8025,848.58125
354,1/18/2017,0.126,0,0.874,0.32985,888.0625,890.29375,901.83375,848.60875
355,1/22/2017,0,0,1,0,920.365,934.7775,936.7525,893.0075
356,1/24/2017,0,0,1,0,898.55,912.2125,922.1475,884.78875
357,1/29/2017,0,0,1,0,916.91125,920.82875,921.50875,912.955
358,1/31/2017,0,0,1,0,973.065,921.35125,978.185,920.64875
359,2/1/2017,0.219333333,0.039666667,0.741,0.361133333,982.8275,973.065,992.41875,964.4075
360,2/2/2017,0.030333333,0,0.969666667,0.0172,1020.09,982.8275,1020.12375,982.33375
361,2/3/2017,0.182,0,0.818,0.4404,1011.215,1020.09,1024.1425,995.87
362,2/7/2017,0,0,1,0,1067.70875,1029.40875,1067.79625,1029.40875
363,2/8/2017,0.03,0,0.97,0.0625,1072.205,1067.70875,1072.22875,1018.19125
364,2/11/2017,0.172,0,0.828,0.3612,1004.71375,997.2275,1015.99625,997.2275
365,2/14/2017,0,0.19,0.81,-0.6908,1003.59,994.58,1016.445,987.33125
366,2/16/2017,0.469,0,0.531,0.6486,1038.86625,1018.41125,1041.52375,1016.995
367,2/18/2017,0.316,0,0.684,0.8126,1052.84375,1058.315,1066.83625,1051.02
368,2/19/2017,0,0,1,0,1046.66249,1052.84375,1061.3175,1045.30874
369,2/20/2017,0,0.069,0.931,-0.1027,1079.5825,1046.66249,1084.50375,1046.66249
370,2/22/2017,0.174,0,0.826,0.2732,1122.515,1112.86375,1132.51,1101.9
371,2/23/2017,0.09475,0.063,0.84225,0.121125,1193.501,1122.515,1193.961,1120.73
372,2/24/2017,0.088,0,0.912,0.28595,1182.429,1193.501,1206.596,1101.385
373,2/25/2017,0.09,0.10525,0.80475,-0.00805,1139.848,1182.429,1184.183,1126.26
374,2/26/2017,0.185,0,0.815,0.5267,1189.366,1139.848,1192.252,1139.795
375,2/27/2017,0.0445,0.175,0.7805,-0.3404,1189.94699,1189.366,1210.156,1173.095
376,2/28/2017,0.10475,0.1145,0.781,0.02965,1193.611,1189.94699,1198.163,1179.97
377,3/1/2017,0,0,1,0,1221.05,1193.611,1233.298,1187.33199
378,3/2/2017,0.0905,0.074333333,0.835166667,0.007266667,1269.776,1221.05,1284.334,1216.03
379,3/3/2017,0.2235,0,0.7765,0.47485,1285.376,1269.776,1293.469,1258.487
380,3/4/2017,0.255,0,0.745,0.5859,1260.668,1285.376,1287.61,1239.568
381,3/5/2017,0,0,1,0,1273.24699,1260.668,1280.579,1245.911
382,3/6/2017,0,0,1,0,1280.30499,1273.24699,1285.181,1268.809
383,3/7/2017,0.17,0,0.83,0.6249,1206.357,1280.30499,1280.427,1188.174
384,3/8/2017,0.096,0.077,0.827,0.1812,1153.06,1206.357,1225.5,1135.086
385,3/9/2017,0,0.098,0.902,-0.1715,1200.557,1153.06,1208.63899,1147.435
386,3/10/2017,0.11575,0.102,0.78225,0.063741667,1147.625,1200.557,1325.81299,1022.68
387,3/11/2017,0.03825,0.05575,0.906,-0.05205,1186.351,1147.625,1200.383,1146.877
388,3/12/2017,0.121,0.227,0.6515,-0.0897,1235.553,1186.351,1237.781,1178.066
389,3/13/2017,0.040666667,0,0.959333333,0.1204,1242.806,1235.553,1247.261,1216.20699
390,3/14/2017,0.049,0.0655,0.8855,-0.02055,1245.892,1242.806,1257.797,1227.108
391,3/15/2017,0,0.397,0.603,-0.8481,1247.67099,1245.892,1260.62999,1245.099
392,3/16/2017,0,0,1,0,1126.08199,1247.67099,1248.29199,1103.531
393,3/17/2017,0.136,0.182,0.682,0.0005,1062.07,1126.08199,1164.222,1057.345
394,3/18/2017,0.238666667,0.169,0.592,0.2656,1000.24599,1062.07,1094.412,944.113
395,3/19/2017,0.0685,0.2475,0.684,-0.5103,1036.226,1000.24599,1058.91,977.506
396,3/20/2017,0.088333333,0.043,0.869,0.041266667,1065.481,1036.226,1065.50599,1015.041
397,3/21/2017,0.156,0.0745,0.7695,0.1672,1091.333,1065.481,1119.074,1063.69699
398,3/22/2017,0,0,1,0,1036.099,1091.333,1101.028,990.705
399,3/24/2017,0.109666667,0.106333333,0.784,-0.010766667,921.808,1013.844,1014.601,920.576
400,3/25/2017,0.19375,0.25875,0.54775,-0.214475,962.508,921.808,972.271,891.511
401,3/26/2017,0.12325,0,0.87675,0.2939,968.293,962.508,998.56,946.522
402,3/27/2017,0.187,0.092666667,0.72,0.147966667,1035.32199,968.293,1042.901,965.455
403,3/28/2017,0,0.223,0.777,-0.6486,1011.969,1035.32199,1064.52,1010.04699
404,3/29/2017,0.075,0.094,0.83,-0.128,1041.374,1011.969,1056.89799,1011.315
405,3/31/2017,0.062,0,0.938,0.17,1077.557,1048.86299,1087.727,1040.614
406,4/1/2017,0,0,1,0,1082.37,1077.557,1103.528,1069.78199
407,4/3/2017,0.223333333,0.041,0.735666667,0.371033333,1148.092,1140.037,1155.714,1120.597
408,4/4/2017,0.1835,0,0.8165,0.35015,1139.86,1148.092,1161.361,1125.827
409,4/5/2017,0,0.040666667,0.959333333,-0.164633333,1150.685,1139.86,1151.20699,1113.077
410,4/6/2017,0.1685,0.033,0.798,0.35505,1177.284,1150.685,1202.82199,1149.209
411,4/7/2017,0,0,1,0,1196.896,1177.284,1202.037,1176.375
412,4/8/2017,0.167625,0.055625,0.776875,0.208325,1187.03299,1196.896,1196.896,1170.579
413,4/9/2017,0.210666667,0,0.789333333,0.541233333,1213.801,1187.03299,1218.239,1178.396
414,4/10/2017,0,0.29,0.71,-0.6486,1206.74,1213.801,1219.056,1202.78299
415,4/11/2017,0.103,0,0.897,0.3291,1226.896,1206.74,1232.155,1204.364
