,Unnamed: 0,Date,Positive,Negative,Neutral,Compound,Closing_price,Opening_price,High_price,Low_price
507,507,2017-07-15,0.1622857142857143,0.10057142857142856,0.7371428571428572,0.19285714285714287,[2045.5725],[2109.37375],[2151.72875],[1971.28375]
508,508,2017-07-16,0.08733333333333332,0.09055555555555556,0.8221111111111111,0.02234444444444445,[1986.9425],[2045.5725],[2055.7475],[1836.92]
509,509,2017-07-17,0.07375,0.069,0.85725,-0.015699999999999992,[2189.23999],[1986.9425],[2246.11749],[1986.9425]
510,510,2017-07-18,0.11885714285714286,0.03642857142857143,0.8447142857142858,0.2636428571428572,[2354.8925],[2189.23999],[2407.18874],[2177.99375]
511,511,2017-07-19,0.12633333333333333,0.055999999999999994,0.8176666666666667,0.17799999999999996,[2349.355],[2354.8925],[2413.485],[2258.1125]
512,512,2017-07-20,0.09236363636363636,0.06227272727272728,0.8452727272727271,0.09670909090909093,[2740.56875],[2349.355],[2946.36],[2332.35375]
513,513,2017-07-21,0.11664285714285715,0.03,0.8533571428571428,0.29484999999999995,[2738.775],[2740.56875],[2814.5075],[2639.31374]
514,514,2017-07-22,0.11809090909090912,0.026454545454545453,0.8555454545454547,0.2963454545454546,[2831.67875],[2738.775],[2875.7775],[2725.06625]
515,515,2017-07-23,0.08771428571428573,0.033857142857142856,0.8784285714285714,0.16655714285714285,[2772.3675],[2831.67875],[2836.3775],[2670.76125]
516,516,2017-07-24,0.0648,0.0262,0.9088999999999998,0.13548,[2768.8025],[2772.3675],[2813.96875],[2720.71125]
517,517,2017-07-25,0.13522222222222224,0.096,0.7688888888888888,0.15472222222222218,[2540.20874],[2768.8025],[2796.92125],[2485.185]
518,518,2017-07-26,0.07372727272727274,0.08763636363636364,0.8386363636363636,-0.00851818181818183,[2570.195],[2540.20874],[2577.05875],[2433.83125]
519,519,2017-07-27,0.0938125,0.1205,0.7856875,0.02585,[2699.72125],[2570.195],[2749.99875],[2554.37]
520,520,2017-07-28,0.1213846153846154,0.046692307692307686,0.831923076923077,0.19345384615384612,[2719.69],[2699.72125],[2833.2375],[2682.87]
521,521,2017-07-29,0.14691666666666667,0.03808333333333334,0.8150000000000001,0.271325,[2714.70375],[2719.69],[2780.2075],[2693.95875]
522,522,2017-07-30,0.0615,0.0835,0.855,-0.06756666666666666,[2718.6175],[2714.70375],[2753.33125],[2615.8075]
523,523,2017-07-31,0.09006249999999999,0.08399999999999999,0.825875,0.04558125,[2867.65375],[2718.6175],[2902.37125],[2706.8225]
524,524,2017-08-01,0.11877777777777775,0.11396296296296295,0.7672962962962963,0.01655555555555556,[2739.70875],[2867.65375],[2925.03375],[2670.16333]
525,525,2017-08-02,0.1116,0.0848,0.8036,0.11008,[2740.07125],[2739.70875],[2765.5525],[2681.46875]
526,526,2017-08-03,0.0969375,0.0755625,0.827625,0.021612499999999996,[2811.71],[2740.07125],[2824.38],[2731.19625]
527,527,2017-08-04,0.09375,0.032125,0.874125,0.1189,[3123.41125],[2811.71],[3167.555],[2797.1175]
528,528,2017-08-05,0.10080645161290322,0.04138709677419356,0.8578064516129034,0.08753870967741936,[3254.71],[3123.41125],[3360.86625],[3104.16875]
529,529,2017-08-06,0.1215,0.0252,0.8532000000000002,0.26304,[3274.6375],[3254.71],[3325.96625],[3190.18625]
530,530,2017-08-07,0.1347647058823529,0.04076470588235295,0.8244705882352941,0.18725882352941176,[3474.7625],[3274.6375],[3476.81875],[3258.405]
531,531,2017-08-08,0.1261578947368421,0.05642105263157895,0.8174736842105264,0.20579473684210528,[3416.185],[3474.7625],[3525.0375],[3376.37]
532,532,2017-08-09,0.13874999999999998,0.05625,0.8050499999999999,0.265115,[3364.41125],[3416.185],[3442.98875],[3280.325]
533,533,2017-08-10,0.1249,0.0445,0.8306000000000001,0.21278,[3451.8525],[3364.41125],[3474.335],[3357.67125]
534,534,2017-08-11,0.0704,0.04526666666666667,0.8843333333333331,0.06153999999999999,[3705.43],[3451.8525],[3741.33125],[3451.8525]
535,535,2017-08-12,0.0996,0.0296,0.8708666666666666,0.20970000000000005,[4104.015],[3705.43],[4162.5725],[3701.83375]
536,536,2017-08-13,0.1315925925925926,0.02185185185185185,0.8465185185185186,0.21236666666666668,[4036.7575],[4104.015],[4225.4025],[3890.005]
537,537,2017-08-14,0.07377777777777779,0.057333333333333326,0.8690000000000001,0.02093888888888891,[4462.67625],[4036.7575],[4483.54749],[4036.7575]
538,538,2017-08-15,0.13460714285714287,0.06892857142857144,0.7964285714285715,0.17405714285714285,[4118.9025],[4462.67625],[4470.34375],[3892.72]
539,539,2017-08-16,0.12346153846153846,0.02907692307692308,0.8473846153846155,0.2352923076923077,[4322.42125],[4118.9025],[4440.76124],[3985.23375]
540,540,2017-08-17,0.071,0.036571428571428574,0.8925,0.15005714285714286,[4311.685],[4322.42125],[4522.13],[4225.5]
541,541,2017-08-18,0.1735,0.0,0.8265000000000001,0.3413833333333333,[4180.23875],[4311.685],[4407.79625],[4040.05375]
542,542,2017-08-19,0.12726666666666667,0.0614,0.8113333333333332,0.14940000000000006,[4139.38125],[4180.23875],[4235.06499],[4033.53625]
543,543,2017-08-20,0.0255,0.0955,0.879,-0.08754999999999998,[4110.94125],[4139.38125],[4218.21125],[4101.06125]
544,544,2017-08-21,0.026,0.014000000000000002,0.96,0.0592,[3911.27625],[4110.94125],[4142.63875],[3884.6225]
545,545,2017-08-22,0.138,0.128125,0.7339375,-0.026406250000000003,[4162.79249],[3911.27625],[4197.76124],[3687.27625]
546,546,2017-08-23,0.07961538461538463,0.05607692307692309,0.8643846153846155,0.0974153846153846,[4178.75625],[4162.79249],[4299.96875],[4130.925]
547,547,2017-08-24,0.12391304347826088,0.0602608695652174,0.8158695652173915,0.11163043478260867,[4396.03125],[4178.75625],[4420.35999],[4165.77375]
548,548,2017-08-25,0.06484615384615385,0.055307692307692315,0.8798461538461539,0.035353846153846145,[4359.9025],[4396.03125],[4496.29249],[4320.22]
549,549,2017-08-26,0.10211111111111112,0.05122222222222222,0.8466666666666667,0.12982222222222226,[4381.39625],[4359.9025],[4439.29125],[4309.3125]
550,550,2017-08-27,0.10733333333333332,0.10933333333333334,0.7831666666666667,-0.010900000000000002,[4340.46],[4381.39625],[4416.0225],[4340.46]
551,551,2017-08-28,0.08928571428571429,0.023785714285714292,0.8869285714285713,0.2287428571428571,[4442.6575],[4340.46],[4455.04625],[4239.01124]
552,552,2017-08-29,0.13471428571428573,0.027142857142857142,0.8382142857142857,0.2893428571428571,[4664.64375],[4442.6575],[4703.41749],[4400.15874]
553,553,2017-08-30,0.10514285714285716,0.007380952380952381,0.8874761904761905,0.2257619047619048,[4676.1425],[4664.64375],[4707.5525],[4545.5375]
554,554,2017-08-31,0.09505,0.0796,0.8252999999999998,0.023915000000000002,[4783.17],[4676.1425],[4808.12125],[4654.07]
555,555,2017-09-01,0.17058823529411768,0.021,0.808470588235294,0.3619,[4864.285],[4783.17],[5013.9075],[4726.74374]
556,556,2017-09-02,0.1288,0.0713,0.7998,0.09752999999999998,[4672.56875],[4864.285],[4902.26124],[4529.37125]
557,557,2017-09-03,0.074375,0.0095,0.916125,0.14275000000000002,[4593.1825],[4672.56875],[4749.02875],[4481.5225]
558,558,2017-09-04,0.07414285714285714,0.05792857142857144,0.8679285714285714,0.02363571428571429,[4160.535],[4593.1825],[4594.5775],[4037.49875]
559,559,2017-09-05,0.10169565217391303,0.10691304347826083,0.7913478260869565,-0.010956521739130452,[4517.57],[4160.535],[4529.58875],[4111.97124]
560,560,2017-09-06,0.11233333333333334,0.058733333333333325,0.8289333333333334,0.14858000000000002,[4543.1025],[4517.57],[4666.46625],[4517.57]
561,561,2017-09-07,0.1273529411764706,0.045941176470588235,0.8267058823529412,0.19306470588235292,[4628.6025],[4543.1025],[4691.97999],[4506.6625]
562,562,2017-09-08,0.02507692307692308,0.07884615384615384,0.896076923076923,-0.12421538461538464,[4280.975],[4628.6025],[4698.73125],[4151.6425]
563,563,2017-09-09,0.16240000000000002,0.0,0.8375999999999999,0.3963,[4194.21875],[4280.975],[4394.51624],[4161.9725]
564,564,2017-09-10,0.1146923076923077,0.046538461538461535,0.8386923076923076,0.14434615384615385,[4307.82625],[4194.21875],[4334.5075],[3976.46125]
565,565,2017-09-11,0.06625,0.1173125,0.8163750000000001,-0.06511249999999999,[4295.76124],[4307.82625],[4310.79125],[4108.475]
566,566,2017-09-12,0.07234146341463417,0.12178048780487807,0.8058292682926828,-0.1825317073170732,[3944.58375],[4295.76124],[4368.22],[3944.58375]
567,567,2017-09-13,0.06507692307692307,0.0665,0.8684615384615384,-0.045230769230769234,[3817.0575],[3944.58375],[4053.3225],[3766.36]
568,568,2017-09-14,0.09930952380952382,0.07711904761904761,0.8235952380952382,0.09867142857142856,[3358.10875],[3817.0575],[3896.7925],[3209.43875]
569,569,2017-09-15,0.0945,0.078875,0.8266499999999999,0.028725000000000007,[3772.68375],[3358.10875],[3806.57875],[2951.1525]
570,570,2017-09-16,0.10832142857142857,0.08499999999999999,0.8067500000000002,0.048149999999999984,[3608.595],[3772.68375],[3874.62625],[3551.75875]
571,571,2017-09-17,0.08907692307692308,0.0673076923076923,0.8436153846153845,0.0601,[3764.6175],[3608.595],[3803.4125],[3484.80125]
572,572,2017-09-18,0.09893548387096776,0.05709677419354839,0.8439032258064515,0.0867193548387097,[3976.3875],[3764.6175],[4080.4975],[3753.3775]
573,573,2017-09-19,0.10530769230769232,0.02184615384615385,0.8728461538461538,0.18618461538461534,[3863.18625],[3976.3875],[4026.57],[3847.35375]
574,574,2017-09-20,0.08005263157894738,0.05605263157894737,0.8638947368421055,0.058905263157894724,[3827.685],[3863.18625],[4021.46],[3813.225]
575,575,2017-09-21,0.06073333333333333,0.14973333333333333,0.7895333333333333,-0.21116666666666667,[3690.99125],[3827.685],[3890.98],[3584.59125]
576,576,2017-09-22,0.0811875,0.0906875,0.8281875,-0.08358125,[3612.1625],[3690.99125],[3748.705],[3519.07125]
577,577,2017-09-23,0.17207692307692304,0.029307692307692312,0.7986153846153847,0.3177615384615385,[3772.8475],[3612.1625],[3810.5375],[3612.1625]
578,578,2017-09-24,0.1232,0.0322,0.8445,0.26815,[3753.435],[3772.8475],[3775.7775],[3627.52625]
579,579,2017-09-25,0.09907692307692306,0.026923076923076918,0.8740000000000001,0.19302307692307696,[3920.99125],[3753.435],[3970.2575],[3752.46875]
580,580,2017-09-26,0.058166666666666665,0.14633333333333334,0.7955,-0.2243416666666667,[3939.515],[3920.99125],[3968.53625],[3865.23125]
581,581,2017-09-27,0.110625,0.06595833333333334,0.8233750000000001,0.08569583333333335,[4220.28],[3939.515],[4228.085],[3930.91125]
582,582,2017-09-28,0.13079999999999994,0.07286666666666666,0.7962666666666666,0.12832666666666664,[4062.20375],[4220.28],[4278.77625],[4027.04125]
583,583,2017-09-29,0.11444444444444442,0.010444444444444444,0.8751111111111111,0.26943333333333336,[4207.825],[4062.20375],[4227.43875],[4035.7075]
584,584,2017-09-30,0.05357142857142857,0.05164285714285715,0.8947142857142857,0.01963571428571429,[4300.55125],[4207.825],[4366.805],[4205.00375]
585,585,2017-10-01,0.10525,0.064,0.8308125,0.1643,[4414.1775],[4300.55125],[4431.32125],[4261.34624]
586,586,2017-10-02,0.12626315789473685,0.019894736842105264,0.8537894736842104,0.2871736842105264,[4424.4725],[4414.1775],[4462.00625],[4376.085]
587,587,2017-10-03,0.1183,0.0749,0.8068000000000002,0.07805999999999999,[4307.555],[4424.4725],[4426.06125],[4246.29]
588,588,2017-10-04,0.20625,0.10575,0.6881666666666667,0.20093333333333327,[4186.78374],[4307.555],[4345.28374],[4179.41875]
589,589,2017-10-05,0.09783333333333333,0.0275,0.8746666666666667,0.2176833333333333,[4325.23625],[4186.78374],[4355.89375],[4150.7575]
590,590,2017-10-06,0.13336363636363635,0.043454545454545454,0.8230909090909091,0.22009090909090911,[4370.16875],[4325.23625],[4417.45125],[4316.85999]
591,591,2017-10-07,0.1246,0.0448,0.8305333333333333,0.2367066666666667,[4446.17249],[4370.16875],[4461.66],[4330.28374]
592,592,2017-10-08,0.13649999999999998,0.025416666666666667,0.8380833333333334,0.2212333333333333,[4624.34875],[4446.17249],[4625.22],[4419.19375]
593,593,2017-10-09,0.0951904761904762,0.06790476190476191,0.836904761904762,0.07447619047619047,[4789.30125],[4624.34875],[4870.04125],[4554.0275]
594,594,2017-10-10,0.06695,0.08804999999999999,0.845,-0.047250000000000014,[4741.70875],[4789.30125],[4909.18124],[4726.28]
595,595,2017-10-11,0.12723529411764706,0.04470588235294117,0.8280000000000001,0.17100588235294115,[4858.60499],[4741.70875],[4882.695],[4730.87875]
596,596,2017-10-12,0.1076,0.051133333333333336,0.8412888888888891,0.14235777777777778,[5728.5475],[4858.60499],[5856.09875],[4843.695]
597,597,2017-10-13,0.0977317073170732,0.0661219512195122,0.8361707317073169,0.1321804878048781,[5666.97875],[5728.5475],[5813.26875],[5432.3525]
598,598,2017-10-14,0.18452631578947368,0.029736842105263155,0.7856842105263158,0.34710526315789475,[5779.07375],[5666.97875],[5844.77125],[5570.04]
599,599,2017-10-15,0.13005263157894734,0.11010526315789476,0.7597894736842106,0.07063684210526318,[5607.01],[5779.07375],[5796.2425],[5439.9825]
600,600,2017-10-16,0.1144,0.05606666666666667,0.8295333333333335,0.17667333333333335,[5643.55375],[5607.01],[5789.795],[5569.3075]
601,601,2017-10-17,0.08308,0.06612,0.8509200000000001,0.024084000000000008,[5495.03875],[5643.55375],[5685.35],[5461.02625]
602,602,2017-10-18,0.09285714285714283,0.05385714285714286,0.8532857142857143,0.06982142857142856,[5627.08625],[5495.03875],[5639.68625],[5109.7]
603,603,2017-10-19,0.09766666666666668,0.062,0.8403333333333333,0.07945833333333334,[5686.52625],[5627.08625],[5735.155],[5544.70375]
604,604,2017-10-20,0.11527272727272725,0.027151515151515152,0.8575757575757577,0.16572424242424244,[6098.115],[5686.52625],[6112.18875],[5611.1175]
605,605,2017-10-21,0.1374,0.09424,0.7684400000000001,0.06356799999999999,[5949.07875],[6098.115],[6183.9825],[5886.65125]
606,606,2017-10-22,0.10481818181818182,0.05863636363636364,0.8365454545454547,0.10749090909090908,[5969.795],[5949.07875],[6031.74625],[5733.01875]
607,607,2017-10-23,0.07043333333333335,0.10673333333333336,0.8227999999999998,-0.05297,[5649.005],[5969.795],[6050.20375],[5564.77375]
608,608,2017-10-24,0.0940357142857143,0.09635714285714288,0.8096428571428572,0.057317857142857136,[5550.85875],[5649.005],[5769.27],[5374.5975]
609,609,2017-10-25,0.09416666666666668,0.07288888888888889,0.8329444444444445,0.042400000000000014,[5776.87875],[5550.85875],[5784.57625],[5430.75]
610,610,2017-10-26,0.17,0.0725,0.7574374999999999,0.2596375,[5923.70625],[5776.87875],[5995.92625],[5695.33125]
611,611,2017-10-27,0.10805555555555556,0.059611111111111115,0.8323333333333331,0.15798333333333334,[5737.1025],[5923.70625],[5926.64],[5691.7575]
612,612,2017-10-28,0.06257142857142857,0.08135714285714286,0.8560714285714285,-0.07172857142857145,[5741.7225],[5737.1025],[5806.9225],[5667.34875]
613,613,2017-10-29,0.10128571428571427,0.08457142857142856,0.8140714285714284,0.011435714285714308,[6151.325],[5741.7225],[6306.5775],[5733.85625]
614,614,2017-10-30,0.0942692307692308,0.06742307692307692,0.8383076923076924,0.05243076923076922,[6130.56375],[6151.325],[6218.48875],[6026.68875]
615,615,2017-10-31,0.12751219512195122,0.048097560975609764,0.8243658536585365,0.21483658536585368,[6424.515],[6130.56375],[6458.26625],[6089.47375]
616,616,2017-11-01,0.08969230769230771,0.024307692307692308,0.8860384615384616,0.1298653846153846,[6879.365],[6424.515],[6922.9],[6357.91]
617,617,2017-11-02,0.0795609756097561,0.04534146341463415,0.8750975609756099,0.07474146341463414,[7199.2375],[6879.365],[7355.35],[6798.3975]
618,618,2017-11-03,0.0992,0.05103333333333333,0.8498000000000001,0.16240333333333334,[7210.46875],[7199.2375],[7454.03875],[6994.8775]
619,619,2017-11-04,0.1039642857142857,0.085,0.8110357142857142,0.005257142857142849,[7376.7425],[7210.46875],[7503.71875],[7100.51125]
620,620,2017-11-05,0.08267857142857142,0.08425000000000002,0.8331071428571427,-0.03159285714285714,[7231.93],[7376.7425],[7601.535],[7202.47125]
621,621,2017-11-06,0.061896551724137924,0.06348275862068968,0.8746206896551727,0.007358620689655182,[7123.89375],[7231.93],[7423.05875],[6932.42875]
622,622,2017-11-07,0.04865217391304348,0.07421739130434782,0.8771739130434782,-0.06531739130434783,[7356.50625],[7123.89375],[7377.9625],[6978.5875]
623,623,2017-11-08,0.08394642857142856,0.084375,0.8316428571428572,-0.015051785714285709,[7342.82375],[7356.50625],[7879.06],[7095.42375]
624,624,2017-11-09,0.1317586206896552,0.08213793103448276,0.7860344827586205,0.14696896551724134,[7250.77],[7342.82375],[7439.385],[7058.35125]
625,625,2017-11-10,0.11360869565217395,0.08008695652173914,0.8063043478260868,0.17372173913043482,[6773.695],[7250.77],[7305.295],[6422.975]
626,626,2017-11-11,0.12129166666666664,0.07070833333333333,0.8080000000000002,0.17943541666666665,[6075.30125],[6773.695],[6806.04375],[6062.08625]
627,627,2017-11-12,0.10790740740740744,0.10340740740740742,0.7886481481481483,0.03254074074074075,[5969.13],[6075.30125],[6466.46],[5507.29]
628,628,2017-11-13,0.12688888888888886,0.10357777777777777,0.7695333333333336,0.08508444444444445,[6666.27125],[5969.13],[6770.37],[5949.5025]
629,629,2017-11-14,0.09953846153846156,0.0693076923076923,0.8310769230769233,0.13536153846153845,[6867.42625],[6666.27125],[6910.2475],[6442.4]
630,630,2017-11-15,0.08783673469387755,0.041775510204081635,0.8704081632653062,0.13014897959183674,[7259.3],[6867.42625],[7336.80125],[6798.9325]
631,631,2017-11-16,0.08325641025641027,0.056871794871794876,0.8598974358974362,0.09364102564102564,[7924.1825],[7259.3],[7998.39625],[7172.755]
632,632,2017-11-17,0.13912244897959186,0.07942857142857143,0.7814285714285714,0.1417836734693878,[7598.2775],[7924.1825],[7984.68375],[7460.11125]
633,633,2017-11-18,0.13013636363636366,0.067,0.8029545454545454,0.18119545454545455,[7787.45625],[7598.2775],[7848.94125],[7546.33375]
634,634,2017-11-19,0.11082352941176472,0.051882352941176484,0.8371764705882354,0.21237352941176468,[7954.7675],[7787.45625],[8101.91],[7678.375]
635,635,2017-11-20,0.09218181818181817,0.07252272727272728,0.8353636363636364,0.05732727272727274,[7879.06],[7954.7675],[8286.17375],[7818.5025]
636,636,2017-11-21,0.10439473684210528,0.041868421052631576,0.8536842105263157,0.1864157894736842,[8150.6325],[7879.06],[8362.3025],[7828.535]
637,637,2017-11-22,0.1154390243902439,0.07987804878048782,0.8047073170731708,0.1686219512195122,[8208.75375],[8150.6325],[8294.495],[8095.08125]
638,638,2017-11-23,0.10586666666666668,0.06626666666666667,0.8278666666666666,0.09711666666666667,[8094.445],[8208.75375],[8264.3875],[7892.68]
639,639,2017-11-24,0.14563157894736845,0.05242105263157895,0.8019473684210525,0.23415263157894736,[8190.87125],[8094.445],[8333.17375],[8025.19625]
640,640,2017-11-25,0.10989999999999997,0.0582,0.8319333333333334,0.1148766666666667,[8851.305],[8190.87125],[8909.31],[8190.87125]
641,641,2017-11-26,0.08517142857142855,0.028542857142857144,0.8863,0.17222857142857145,[9573.9675],[8851.305],[9682.10125],[8834.3875]
642,642,2017-11-27,0.10721978021978022,0.059395604395604415,0.8333956043956041,0.1409373626373626,[9713.09625],[9573.9675],[9743.12375],[9382.13125]
643,643,2017-11-28,0.11281159420289852,0.07644927536231885,0.8106956521739133,0.15501014492753626,[10295.6225],[9713.09625],[10358.30625],[9690.33375]
644,644,2017-11-29,0.10440112994350284,0.05892090395480226,0.8366610169491527,0.13625423728813554,[10542.6625],[10295.6225],[11377.33375],[9290.29625]
645,645,2017-11-30,0.1026627906976744,0.07690697674418605,0.8204418604651162,0.06596744186046513,[9706.10375],[10542.6625],[10681.85125],[9021.84874]
646,646,2017-12-01,0.1031875,0.06260937499999998,0.8341875000000001,0.08848125,[10923.20125],[9706.10375],[11082.27],[9421.45624]
647,647,2017-12-02,0.11514634146341465,0.07485365853658538,0.8100731707317074,0.10446097560975608,[10973.54375],[10923.20125],[11156.145],[10705.12999]
648,648,2017-12-03,0.11434848484848485,0.0518939393939394,0.8338030303030304,0.14694848484848475,[11382.20875],[10973.54375],[11831.5125],[10495.5625]
649,649,2017-12-04,0.10973333333333336,0.06684444444444444,0.8233777777777778,0.07684444444444445,[11597.23125],[11382.20875],[11662.84375],[10875.71375]
650,650,2017-12-05,0.12067692307692307,0.08530769230769232,0.7940000000000003,0.13324153846153847,[12230.365],[11597.23125],[12273.54],[11473.50875]
651,651,2017-12-06,0.10181751824817516,0.06181021897810219,0.8363722627737223,0.1092357664233576,[13734.52],[12230.365],[14097.04],[12152.1075]
652,652,2017-12-07,0.1024431818181818,0.0648409090909091,0.8327159090909091,0.10558901515151517,[16403.42125],[13734.52],[17153.94125],[13731.82]
653,653,2017-12-08,0.10769078947368424,0.075125,0.8171776315789469,0.0925651315789474,[15732.1],[16403.42125],[16590.21375],[13963.52875]
654,654,2017-12-09,0.1186031746031746,0.06580952380952383,0.8155317460317458,0.13612142857142862,[13152.52875],[15732.1],[15859.42375],[13152.52875]
655,655,2017-12-10,0.11712500000000002,0.06718382352941178,0.8156544117647059,0.13552794117647066,[16299.2975],[13152.52875],[16587.8425],[13152.52875]
656,656,2017-12-11,0.11374038461538462,0.06689423076923076,0.8193653846153842,0.147975,[16374.8975],[16299.2975],[17382.63874],[16031.4475]
657,657,2017-12-12,0.11256310679611647,0.06806796116504857,0.8193398058252428,0.1325689320388349,[16678.28749],[16374.8975],[17615.4725],[16259.2775]
658,658,2017-12-13,0.12681395348837207,0.06624418604651162,0.8069767441860464,0.1849674418604651,[16246.13875],[16678.28749],[17335.73125],[15799.8675]
659,659,2017-12-14,0.1318840579710145,0.08139130434782607,0.7867826086956522,0.13429565217391307,[17221.65125],[16246.13875],[17583.2],[16152.01375]
660,660,2017-12-15,0.11632978723404255,0.06681914893617022,0.8168617021276595,0.10552553191489362,[17436.5975],[17221.65125],[17872.555],[16999.70375]
661,661,2017-12-16,0.11825757575757576,0.0645909090909091,0.8171666666666667,0.1009287878787879,[19166.97874],[17436.5975],[19521.7825],[17436.5975]
662,662,2017-12-17,0.108546875,0.0914375,0.7999843749999997,0.06606562500000003,[18640.2625],[19166.97874],[19783.20625],[18094.19374]
663,663,2017-12-18,0.12252702702702695,0.04986486486486486,0.8276351351351353,0.2291905405405405,[18984.7675],[18640.2625],[19227.0825],[18329.145]
664,664,2017-12-19,0.09343333333333333,0.06289999999999997,0.8436666666666669,0.09890333333333336,[16862.57125],[18984.7675],[18984.7675],[15577.7425]
665,665,2017-12-20,0.11843801652892565,0.07881818181818183,0.8027190082644631,0.10145537190082644,[16925.0175],[16862.57125],[17822.56625],[15683.86125]
666,666,2017-12-21,0.09363013698630136,0.08886301369863014,0.8175068493150686,0.02244109589041096,[14182.46499],[16925.0175],[17301.21125],[13077.93666]
667,667,2017-12-22,0.11342708333333335,0.082265625,0.8043020833333331,0.08562499999999999,[14694.5825],[14182.46499],[14976.25625],[10834.94375]
668,668,2017-12-23,0.11370408163265308,0.07170408163265309,0.8145714285714286,0.10948469387755104,[14103.21875],[14694.5825],[15704.34625],[13483.4575]
669,669,2017-12-24,0.126875,0.08117857142857142,0.7919642857142858,0.16014107142857142,[13387.34875],[14103.21875],[14489.48375],[12508.425]
670,670,2017-12-25,0.13959259259259255,0.06746296296296297,0.7929814814814814,0.20186666666666667,[14652.3675],[13387.34875],[14670.675],[13196.82625]
671,671,2017-12-26,0.12573770491803274,0.06319672131147541,0.8109836065573771,0.2112,[15846.07375],[14652.3675],[16079.32375],[14553.87375]
672,672,2017-12-27,0.10305999999999997,0.07030000000000003,0.8266000000000002,0.113978,[14362.40375],[15846.07375],[16476.18],[13935.615]
673,673,2017-12-28,0.1057948717948718,0.08512820512820514,0.8091282051282052,0.08946666666666668,[14867.5725],[14362.40375],[14997.83375],[13498.77875]
674,674,2017-12-29,0.09669565217391306,0.05541304347826087,0.8478478260869563,0.12852608695652173,[13643.695],[14867.5725],[15076.0625],[13406.67125]
675,675,2017-12-30,0.12483673469387753,0.10185714285714287,0.7732857142857142,0.04380816326530612,[13062.145],[13643.695],[13826.04125],[12182.52375]
676,676,2017-12-31,0.1122,0.055480000000000015,0.8322799999999999,0.18763799999999992,[13439.4175],[13062.145],[14213.44125],[12587.60375]
677,677,2018-01-01,0.12499999999999994,0.054026315789473686,0.8209736842105266,0.2653315789473684,[13337.62125],[13439.4175],[13892.2425],[12859.8025]
678,678,2018-01-02,0.10496551724137937,0.049603448275862064,0.8454137931034482,0.16007586206896554,[14881.545],[13337.62125],[15216.75625],[12955.965]
679,679,2018-01-03,0.14544285714285712,0.0504,0.804157142857143,0.29061714285714285,[15104.45],[14881.545],[15394.98625],[14588.595]
680,680,2018-01-04,0.1258139534883721,0.05999999999999999,0.8141627906976746,0.18628139534883725,[14953.8525],[15104.45],[15194.40625],[14225.16625]
681,681,2018-01-05,0.11037142857142858,0.05422857142857143,0.8354571428571429,0.22267714285714288,[16576.69625],[14953.8525],[17118.35625],[14816.50875]
682,682,2018-01-06,0.13880952380952385,0.055285714285714285,0.8059285714285715,0.19558333333333336,[16735.10625],[16576.69625],[17211.92375],[16254.94875]
683,683,2018-01-07,0.08252777777777777,0.06330555555555556,0.8541944444444443,0.06294444444444447,[15632.41125],[16735.10625],[16861.20875],[15546.415]
684,684,2018-01-08,0.105175,0.05365000000000001,0.8412249999999999,0.15169000000000002,[15242.93625],[15632.41125],[15944.5225],[13957.9125]
685,685,2018-01-09,0.1338387096774193,0.09648387096774193,0.7696451612903227,0.10762580645161292,[14122.825],[15242.93625],[15360.1325],[13968.24375]
686,686,2018-01-10,0.12011688311688312,0.08007792207792208,0.7997922077922077,0.1051545454545454,[13269.5975],[14122.825],[14942.61125],[13161.5775]
687,687,2018-01-11,0.09137878787878786,0.1118181818181818,0.7967575757575759,-0.023696969696969702,[13633.36375],[13269.5975],[14198.5325],[12845.7125]
688,688,2018-01-12,0.11503921568627455,0.0665686274509804,0.8184313725490197,0.14171176470588234,[14165.90625],[13633.36375],[14262.0075],[13363.81]
689,689,2018-01-13,0.07278378378378378,0.08675675675675676,0.8404594594594593,-0.02470810810810812,[14217.3625],[14165.90625],[14536.54],[14013.9475]
690,690,2018-01-14,0.103625,0.06717500000000001,0.8291999999999998,0.08528750000000003,[13519.92625],[14217.3625],[14245.52],[13051.59375]
691,691,2018-01-15,0.10462222222222224,0.05546666666666666,0.8399555555555556,0.1558377777777778,[12915.11625],[13519.92625],[14307.53375],[12762.9975]
692,692,2018-01-16,0.11403191489361705,0.06005319148936171,0.8259148936170214,0.1313765957446809,[10870.16875],[12915.11625],[13211.24625],[10063.1175]
693,693,2018-01-17,0.11288028169014087,0.06120422535211266,0.8259295774647888,0.11610140845070425,[11340.65],[10870.16875],[11764.13625],[9199.5925]
694,694,2018-01-18,0.10893055555555556,0.05041666666666668,0.8406805555555555,0.17882083333333332,[11137.36875],[11340.65],[12045.095],[10663.945]
695,695,2018-01-19,0.12303125000000002,0.062453125,0.8145156250000001,0.18857656250000004,[11742.94125],[11137.36875],[11955.4425],[11022.02875]
696,696,2018-01-20,0.11796825396825394,0.06979365079365077,0.812190476190476,0.1639285714285715,[12486.06625],[11742.94125],[13007.25125],[11596.715]
697,697,2018-01-21,0.10417391304347826,0.08119565217391306,0.8145869565217391,0.06901739130434781,[11508.62],[12486.06625],[12486.06625],[11096.0525]
698,698,2018-01-22,0.11084745762711866,0.06549152542372882,0.82364406779661,0.18400169491525425,[10872.9025],[11508.62],[11868.715],[10050.7925]
