Date,Positive,Negative,Neutral,Compound,Closing_price
9/11/2018,0.123296296,0.049592593,0.827148148,0.284574074,6275.669588
9/12/2018,0.112,0.084153846,0.803807692,0.121580769,6277.494409
9/13/2018,0.11675,0.078928571,0.804428571,0.103014286,6283.1842
9/14/2018,0.108208333,0.02125,0.870625,0.308916667,6285.982466
9/15/2018,0.108772727,0.070909091,0.820363636,0.102245455,6280.310107
9/16/2018,0.121578947,0.098473684,0.779947368,0.104210526,6281.409356
9/17/2018,0.092909091,0.099590909,0.8075,0.041863636,6273.220083
9/18/2018,0.110392857,0.085392857,0.804142857,0.118792857,6278.595486
9/19/2018,0.1415,0.063576923,0.794846154,0.148484615,6282.610727
9/20/2018,0.136857143,0.102821429,0.760285714,0.145921429,6288.07017
9/21/2018,0.084740741,0.097407407,0.817814815,0.025559259,6317.699685
9/22/2018,0.135588235,0.039529412,0.824882353,0.328164706,6293.836421
9/23/2018,0.145,0.0644,0.79064,0.22828,6289.621327
9/24/2018,0.10873913,0.068217391,0.823043478,0.127004348,6466.994564
9/25/2018,0.121545455,0.051909091,0.826575758,0.198509091,6391.385981
9/26/2018,0.093611111,0.029777778,0.876555556,0.264644444,6509.776621
9/27/2018,0.095333333,0.04647619,0.858238095,0.16942381,6698.416047
9/28/2018,0.163777778,0.024222222,0.812,0.404883333,6502.688151
9/29/2018,0.1075,0.0141,0.8784,0.2462,6576.61432
9/30/2018,0.113357143,0.052071429,0.834642857,0.209157143,6647.387947
10/1/2018,0.083333333,0.075916667,0.840791667,0.105320833,6603.754342
10/2/2018,0.073333333,0.055333333,0.871277778,0.086455556,6576.354229
10/3/2018,0.107222222,0.034194444,0.858611111,0.286116667,6481.24577
10/4/2018,0.085,0.03088,0.88412,0.183412,6594.935786
10/5/2018,0.110675676,0.066324324,0.822972973,0.140102703,6630.575297
10/6/2018,0.1215,0.044666667,0.833833333,0.255677778,6595.260326
10/7/2018,0.078227273,0.063,0.858818182,0.148095455,6591.686318
10/8/2018,0.101958333,0.033708333,0.864333333,0.217908333,6662.8685
10/9/2018,0.117409091,0.075590909,0.807,0.160772727,6663.021071
10/10/2018,0.154933333,0.046633333,0.7984,0.28951,6619.495845
10/11/2018,0.137259259,0.067185185,0.795444444,0.220692593,6285.859203
10/12/2018,0.159947368,0.100368421,0.739631579,0.158078947,6309.198921
10/13/2018,0.14365,0.11625,0.74015,0.04675,6331.131154
10/14/2018,0.110933333,0.058866667,0.830066667,0.27178,6361.417016
10/15/2018,0.107682927,0.054487805,0.837780488,0.142956098,6721.587503
10/16/2018,0.111136364,0.049227273,0.839681818,0.269672727,6724.833078
10/17/2018,0.118259259,0.058851852,0.823,0.240618519,6444.74701
10/18/2018,0.1226875,0.077125,0.80025,0.15746875,6374.648863
10/19/2018,0.056,0.042,0.902,0.057758333,6372.686817
10/20/2018,0.162958333,0.052541667,0.784583333,0.373245833,6407.479085
10/21/2018,0.092125,0.110208333,0.797666667,0.022495833,6412.530491
10/22/2018,0.050782609,0.068043478,0.881086957,-0.06643913,6396.880154
10/23/2018,0.116057143,0.087,0.796885714,0.12134,6396.252324
10/24/2018,0.157296296,0.056703704,0.786037037,0.305681481,6407.667175
10/25/2018,0.147045455,0.042727273,0.810227273,0.253727273,6405.500726
10/26/2018,0.098342857,0.062428571,0.8392,0.127994286,6392.179337
10/27/2018,0.174782609,0.084173913,0.741043478,0.148321739,6429.687141
10/28/2018,0.099529412,0.063941176,0.836647059,0.068976471,
10/29/2018,0.040588235,0.068705882,0.890823529,-0.112805882,6266.189683
10/30/2018,0.117142857,0.080571429,0.802392857,0.117867857,6276.4645
10/31/2018,0.172396226,0.027075472,0.800528302,0.439567925,6321.713671
11/1/2018,0.159758621,0.041827586,0.79837931,0.3929,6341.094813
11/2/2018,0.12875,0.039166667,0.832041667,0.3089,6360.141272
11/3/2018,0.097214286,0.096428571,0.806285714,-7.86E-05,6344.738943
11/4/2018,0.09,0.060538462,0.849538462,0.169469231,6405.139755
11/5/2018,0.142111111,0.050944444,0.807,0.223438889,6396.352124
11/6/2018,0.127458333,0.044875,0.827708333,0.321675,6425.917802
11/7/2018,0.094055556,0.072166667,0.833777778,0.140122222,6514.489453
11/8/2018,0.1385,0.0652,0.79625,0.191165,6412.524289
11/9/2018,0.1299375,0.0845625,0.7855625,0.144025,6343.632504
11/10/2018,0.1253125,0.0630625,0.8115625,0.10719375,6365.655232
11/11/2018,0.129529412,0.064882353,0.805588235,0.189411765,6327.480646
11/12/2018,0.089947368,0.104473684,0.805684211,-0.057021053,6327.154696
11/13/2018,0.142217391,0.064869565,0.792913043,0.198713043,6282.438677
11/14/2018,0.083575,0.0743,0.842125,0.0046125,5524.801093
11/15/2018,0.130675,0.1364,0.732875,-0.03808,5511.152834
11/16/2018,0.0895,0.0971,0.8133,-0.02964,5448.600634
11/17/2018,0.103368421,0.124947368,0.771736842,-0.009252632,5497.411279
11/18/2018,0.117454545,0.065727273,0.816787879,0.163669697,5553.014895
11/19/2018,0.117,0.0934,0.7896,0.019391667,4800.342897
11/20/2018,0.112932203,0.087881356,0.79920339,0.066830508,4246.312774
11/21/2018,0.115444444,0.099194444,0.785388889,0.051694444,4478.299558
11/22/2018,0.14397619,0.055333333,0.800738095,0.2674,4405.744031
11/23/2018,0.097,0.100447368,0.802578947,0.038778947,4329.91722
11/24/2018,0.120565217,0.066695652,0.812782609,0.14041087,3728.872648
11/25/2018,0.106092308,0.091015385,0.8028,0.020827692,3951.205029
11/26/2018,0.115020833,0.091645833,0.793375,0.067166667,3640.557165
11/27/2018,0.101638298,0.060340426,0.838106383,0.110955319,3792.192364
11/28/2018,0.1135625,0.045645833,0.840833333,0.17074375,4174.319972
11/29/2018,0.135853659,0.056853659,0.807195122,0.252378049,4218.608363
11/30/2018,0.1516,0.045966667,0.802466667,0.25154,3952.447895
12/1/2018,0.096214286,0.063821429,0.839964286,0.096982143,4178.603828
12/2/2018,0.1935625,0.0494375,0.7569375,0.40415625,4118.518242
12/3/2018,0.100520833,0.083729167,0.815791667,0.125083333,3847.032737
12/4/2018,0.116641026,0.099051282,0.784410256,0.070653846,3889.29212
12/5/2018,0.092764706,0.08,0.827264706,0.024244118,3713.573383
12/6/2018,0.1126875,0.06084375,0.82640625,0.205034375,3578.206624
12/7/2018,0.165309524,0.048547619,0.786119048,0.340088095,3391.874146
12/8/2018,0.104866667,0.065966667,0.8291,0.098046667,3452.616185
12/9/2018,0.100434783,0.065782609,0.833956522,0.15486087,3507.306367
12/10/2018,0.13248,0.07732,0.79016,0.181444,3419.733768
12/11/2018,0.088605263,0.066289474,0.845078947,0.084065789,3360.946628
12/12/2018,0.123551724,0.082275862,0.794172414,0.138151724,3414.833749
12/13/2018,0.053828571,0.129314286,0.816885714,-0.209531429,3263.547913
12/14/2018,0.111558824,0.068676471,0.819764706,0.098326471,3212.207081
12/15/2018,0.12672,0.06028,0.81304,0.182756,3194.962272
12/16/2018,0.159588235,0.071,0.769352941,0.209447059,3200.642468
12/17/2018,0.127736842,0.066157895,0.806122807,0.190487719,3478.461203
12/18/2018,0.14797619,0.0465,0.8055,0.2817,3562.894946
12/19/2018,0.128625,0.067375,0.803975,0.2096375,3709.316759
12/20/2018,0.119820513,0.078076923,0.802076923,0.115071795,4065.799953
12/21/2018,0.135322581,0.056,0.808741935,0.256806452,3824.739794
12/22/2018,0.15315625,0.081125,0.7656875,0.210846875,3862.726329
12/23/2018,0.110375,0.0751875,0.8145,0.15605,3949.794342
12/24/2018,0.119942857,0.087428571,0.792685714,0.09304,4054.29626
12/25/2018,0.130714286,0.073047619,0.796190476,0.079561905,3767.350024
12/26/2018,0.121192308,0.073307692,0.805538462,0.224473077,3807.153022
12/27/2018,0.17025,0.0797,0.7501,0.24911,3587.198223
12/28/2018,0.09730303,0.10230303,0.800393939,0.036321212,3865.5293
12/29/2018,0.107142857,0.071657143,0.821085714,0.121405714,
12/30/2018,0.09984,0.06744,0.83268,0.038792,
12/31/2018,0.130891892,0.067756757,0.801324324,0.242616216,3689.56462
1/1/2019,0.187888889,0.056148148,0.755888889,0.290462963,3715.564441
1/2/2019,0.153125,0.0918125,0.7550625,0.21265625,3882.304754
1/3/2019,0.186128205,0.071525641,0.742294872,0.295578205,3795.592741
1/4/2019,0.110541667,0.091666667,0.79775,0.133991667,3812.381108
1/5/2019,0.11996,0.04092,0.83912,0.252308,3809.914343
1/6/2019,0.098807692,0.052653846,0.848615385,0.189861538,4014.133187
1/7/2019,0.131684211,0.037631579,0.830684211,0.265589474,3989.631741
1/8/2019,0.113423077,0.069038462,0.817576923,0.157084615,3992.986144
1/9/2019,0.121962963,0.053111111,0.824962963,0.22637037,3995.325193
1/10/2019,0.116642857,0.074178571,0.809142857,0.160396429,3617.346291
1/11/2019,0.1202,0.0645,0.8153,0.25397,3606.16489
1/12/2019,0.101166667,0.021666667,0.877166667,0.258333333,3611.528238
1/13/2019,0.134809524,0.070571429,0.794619048,0.113280952,3497.669392
1/14/2019,0.093310345,0.049275862,0.857344828,0.128268966,3654.347067
1/15/2019,0.092666667,0.068714286,0.838666667,0.130085714,3568.751259
1/16/2019,0.1706,0.028066667,0.801266667,0.350393333,3593.72174
1/17/2019,0.142863636,0.051181818,0.806,0.202,3623.717337
1/18/2019,0.139772727,0.058227273,0.802,0.262177273,3605.855187
1/19/2019,0.0863,0.06085,0.8528,0.063115,3690.908564
1/20/2019,0.106266667,0.065,0.828666667,0.200106667,3544.221724
1/21/2019,0.069722222,0.100444444,0.829722222,-0.030577778,3528.463529
1/22/2019,0.091529412,0.080941176,0.827588235,0.013088235,3581.551947
1/23/2019,0.11416129,0.052967742,0.832870968,0.175535484,3549.770799
1/24/2019,0.1625,0.072909091,0.764454545,0.301281818,3562.920476
1/25/2019,0.161777778,0.032722222,0.805444444,0.380572222,3566.666164
1/26/2019,0.0955625,0.0729375,0.8314375,0.14535,3563.27801
1/27/2019,0.122,0.057909091,0.820181818,0.273427273,3539.620947
1/28/2019,0.12216,0.0934,0.78444,0.126468,3425.262161
1/29/2019,0.108956522,0.041086957,0.849869565,0.235934783,3395.018645
1/30/2019,0.078833333,0.058055556,0.863166667,0.101961111,3441.032215
1/31/2019,0.086488889,0.052311111,0.861177778,0.180042222,3420.633227
2/1/2019,0.095307692,0.074730769,0.829846154,0.146907692,3439.805699
2/2/2019,0.101793103,0.045413793,0.852827586,0.139282759,3433.035285
2/3/2019,0.136375,0.094791667,0.768875,0.1952125,3404.499313
2/4/2019,0.164315789,0.068947368,0.766684211,0.269515789,3412.230431
2/5/2019,0.164909091,0.067030303,0.768090909,0.250439394,3419.767899
2/6/2019,0.122466667,0.049622222,0.827911111,0.190755556,3367.519032
2/7/2019,0.116272727,0.066575758,0.817121212,0.155130303,3360.534076
2/8/2019,0.115121212,0.061151515,0.82369697,0.128048485,3591.022152
2/9/2019,0.10547619,0.055571429,0.838904762,0.150742857,3617.46468
2/10/2019,0.128684211,0.118526316,0.752736842,0.075215789,3621.154003
2/11/2019,0.084681818,0.085681818,0.829681818,0.068690909,3593.183177
2/12/2019,0.112,0.052074074,0.836,0.236955556,3579.341881
2/13/2019,0.136129032,0.064870968,0.799,0.226141935,3569.554833
2/14/2019,0.108926829,0.133487805,0.757634146,-0.032382927,3558.396858
2/15/2019,0.140727273,0.102227273,0.757181818,0.145190909,3566.247765
2/16/2019,0.149947368,0.045526316,0.804578947,0.251826316,3596.405191
2/17/2019,0.1726,0.06096,0.76644,0.316884,3606.151988
2/18/2019,0.119131579,0.066789474,0.814131579,0.192705263,3865.318165
2/19/2019,0.114368421,0.068263158,0.817342105,0.150044737,3904.48292
2/20/2019,0.108081081,0.042351351,0.849540541,0.243943243,3924.739844
2/21/2019,0.079758621,0.057896552,0.862448276,0.116075862,3889.758485
2/22/2019,0.1211,0.049166667,0.829733333,0.252286667,3933.60759
2/23/2019,0.086097561,0.039341463,0.874560976,0.155321951,4105.112759
2/24/2019,0.099612903,0.075193548,0.82516129,0.039209677,3763.620516
2/25/2019,0.106484848,0.055939394,0.837636364,0.146181818,3819.865341
2/26/2019,0.123047619,0.041714286,0.835285714,0.218309524,3797.58179
2/27/2019,0.07565,0.024,0.90035,0.1446,3772.936335
2/28/2019,0.102380952,0.095857143,0.801714286,0.0785,3799.678543
3/1/2019,0.113730769,0.071230769,0.814923077,0.051953846,3811.611979
3/2/2019,0.141692308,0.081692308,0.7765,0.204692308,3804.41917
3/3/2019,0.08892,0.05088,0.8602,0.13474,3782.664101
3/4/2019,0.136953488,0.029534884,0.833488372,0.375469767,3689.862893
3/5/2019,0.135566667,0.057466667,0.806933333,0.23041,3832.080885
3/6/2019,0.09673913,0.065608696,0.837652174,0.026452174,3848.95637
3/7/2019,0.12662069,0.047068966,0.826310345,0.199444828,3859.839983
3/8/2019,0.132318182,0.063090909,0.804636364,0.203131818,3828.371904
3/9/2019,0.13475,0.04165,0.8236,0.16291,3898.86846
3/10/2019,0.108409091,0.043,0.848636364,0.205809091,3899.655869
3/11/2019,0.137181818,0.039818182,0.823090909,0.238154545,3851.24919
3/12/2019,0.074913043,0.077956522,0.847173913,0.004195652,3866.295946
3/13/2019,0.119681818,0.068181818,0.812227273,0.145195455,3846.274442
3/14/2019,0.0925,0.045769231,0.861846154,0.128126923,3855.744363
3/15/2019,0.113086957,0.080608696,0.80626087,0.123669565,3892.052301
3/16/2019,0.109086957,0.103173913,0.787695652,0.05103913,3985.851236
3/17/2019,0.093217391,0.102130435,0.804608696,-0.029373913,3970.389045
3/18/2019,0.101173913,0.084434783,0.814347826,0.112117391,3974.415764
3/19/2019,0.105527778,0.04675,0.847666667,0.251658333,3996.037131
3/20/2019,0.117102564,0.064179487,0.818769231,0.234802564,4027.787395
3/21/2019,0.117,0.065333333,0.817666667,0.204556667,3974.811429
3/22/2019,0.1132,0.052866667,0.833933333,0.18763,3987.305225
3/23/2019,0.112277778,0.047055556,0.840666667,0.173322222,3977.707443
3/24/2019,0.088875,0.052958333,0.858208333,0.150125,3968.438701
3/25/2019,0.1526,0.053133333,0.794133333,0.233546667,3913.781717
3/26/2019,0.090222222,0.055388889,0.8545,0.158522222,3915.37532
3/27/2019,0.095307692,0.049269231,0.855384615,0.163561538,4018.59051
3/28/2019,0.171708333,0.054833333,0.773458333,0.276316667,4008.370872
3/29/2019,0.15376,0.07148,0.77472,0.342512,4080.260114
3/30/2019,0.124058824,0.067588235,0.808352941,0.1548,4081.221605
3/31/2019,0.09952381,0.041904762,0.858571429,0.13422381,4094.704791
4/1/2019,0.1110625,0.0679375,0.821,0.1988625,4135.18494
4/2/2019,0.090454545,0.051701299,0.857857143,0.134197403,4818.770635
4/3/2019,0.096396552,0.069655172,0.833965517,0.126872414,5102.150753
4/4/2019,0.093363636,0.055484848,0.851151515,0.170481818,4875.599431
4/5/2019,0.115233333,0.076166667,0.808633333,0.170043333,5030.933271
4/6/2019,0.098822222,0.041,0.860155556,0.16932,5028.321082
4/7/2019,0.10525,0.047625,0.847125,0.16215625,5198.17317
4/8/2019,0.1112,0.051371429,0.837428571,0.201657143,5260.205043
4/9/2019,0.0587,0.116775,0.824525,-0.25017,5179.997649
4/10/2019,0.117842105,0.068210526,0.814,0.142965789,5283.543758
4/11/2019,0.078756757,0.069702703,0.851594595,-0.002175676,5049.605824
4/12/2019,0.151857143,0.054,0.794190476,0.268371429,5077.515864
4/13/2019,0.101238095,0.049095238,0.849619048,0.127042857,5066.86704
4/14/2019,0.105347826,0.020782609,0.873913043,0.20616087,5158.387401
4/15/2019,0.09971875,0.08234375,0.818,0.044415625,5045.675166
4/16/2019,0.089390244,0.101902439,0.808682927,-0.013570732,5184.204468
4/17/2019,0.132848485,0.036909091,0.830151515,0.305830303,5220.959934
4/18/2019,0.090291667,0.04625,0.863416667,0.100383333,5276.558982
4/19/2019,0.079941176,0.088029412,0.832088235,0.085197059,5266.661246
4/20/2019,0.105366667,0.0697,0.825,0.095363333,5292.14833
4/21/2019,0.105580645,0.064645161,0.829741935,0.094348387,5276.558318
4/22/2019,0.12585,0.0569,0.81725,0.212375,5398.433417
4/23/2019,0.111755102,0.045265306,0.842959184,0.210257143,5552.521911
4/24/2019,0.089862069,0.057034483,0.853103448,0.104882759,5432.991017
4/25/2019,0.130548387,0.075354839,0.793967742,0.192032258,5132.227526
