Date,Positive,Negative,Neutral,Compound,Closing_price
2/26/2014,0.0515,0.144,0.8045,-0.214825,573.1025
2/27/2014,0.17,0.302,0.528,-0.4151,567.2925
2/28/2014,0.05875,0.17825,0.763,-0.20595,551.73
3/1/2014,0.135,0,0.865,0.3612,560.195
3/3/2014,0.1295,0.1075,0.763,0.006,666.1475
3/4/2014,0.0805,0.1075,0.812,-0.13185,660.84
3/5/2014,0,0.142,0.858,-0.3173,662.0225
3/6/2014,0.08425,0.16325,0.7525,-0.129975,651.285
3/7/2014,0.118,0.0944,0.7876,0.06578,612.33
3/8/2014,0,0.406,0.594,-0.8481,611.1625
3/9/2014,0.175,0,0.825,0.35595,637.615
3/12/2014,0,0.061,0.939,-0.128,631.755
3/13/2014,0,0,1,0,636.41414
3/14/2014,0.0725,0.147,0.7805,-0.007,628.18751
3/17/2014,0,0.099,0.901,-0.296,617.24333
3/20/2014,0.103,0,0.897,0.3182,581.33333
3/21/2014,0.121,0.088,0.791,0.1779,570.36168
3/23/2014,0,0,1,0,557.16833
3/24/2014,0,0,1,0,573.34998
3/25/2014,0,0,1,0,572.49161
3/26/2014,0,0,1,0,570.54833
3/27/2014,0,0,1,0,509.70665
3/31/2014,0.0665,0,0.9335,0.1591,464.88
4/2/2014,0.1585,0,0.8415,0.33525,427.87498
4/3/2014,0,0,1,0,432.99716
4/4/2014,0,0,1,0,453.87148
4/6/2014,0,0,1,0,456.46948
4/8/2014,0.17,0.205,0.625,0.0516,450.48083
4/10/2014,0.163,0,0.837,0.2202,374.59166
4/22/2014,0,0,1,0,487.84
4/23/2014,0.2715,0,0.7285,0.5329,487.11333
4/27/2014,0.2115,0,0.7885,0.4841,426.78166
4/29/2014,0,0,1,0,444.85668
5/2/2014,0.1685,0,0.8315,0.36345,441.97833
5/10/2014,0.25,0.137,0.613,0.34,449.74166
5/16/2014,0.192,0,0.808,0.765,445.60666
6/5/2014,0,0,1,0,652.52666
6/10/2014,0,0,1,0,642.00666
6/15/2014,0,0,1,0,589.06666
6/16/2014,0.128,0,0.872,0.4215,592.25666
6/17/2014,0,0,1,0,610.41333
6/22/2014,0,0.119,0.881,-0.3182,592.405
6/23/2014,0.293,0,0.707,0.6597,584.64166
6/25/2014,0,0,1,0,571.76666
6/27/2014,0.141,0,0.859,0.4215,597.66833
7/1/2014,0.37,0,0.63,0.8739,637.85625
7/7/2014,0.174,0,0.826,0.2263,621.24249
7/9/2014,0,0.29,0.71,-0.5423,621.3075
7/12/2014,0.103,0,0.897,0.2992,627.69
7/15/2014,0.293,0,0.707,0.4404,619.8075
7/18/2014,0.17775,0.04825,0.774,0.3697,623.99625
7/19/2014,0.302,0,0.698,0.7574,623.00625
7/30/2014,0,0,1,0,564.57
7/31/2014,0,0,1,0,583.39
8/3/2014,0,0,1,0,585.80125
8/6/2014,0.099,0,0.901,0.0258,583.62375
8/9/2014,0,0,1,0,586.05875
8/19/2014,0,0.231,0.769,-0.5574,472.91
8/31/2014,0,0.113,0.887,-0.4939,474.5425
9/8/2014,0.269,0,0.731,0.7402,468.5775
9/9/2014,0,0.388,0.612,-0.871,474.29125
9/13/2014,0.077,0.133,0.79,-0.2312,475.37875
9/16/2014,0.13,0,0.87,0.4019,464.55375
9/22/2014,0.0275,0,0.9725,0.0129,399.5025
9/23/2014,0.239,0,0.761,0.7425,427.8125
9/26/2014,0,0,1,0,403.4975
9/28/2014,0.11,0,0.89,0.4939,377.97875
10/1/2014,0,0,1,0,381.7475
10/5/2014,0,0.125,0.875,-0.6486,308.07875
10/6/2014,0,0.051,0.949,-0.1027,337.23375
10/16/2014,0.319,0,0.681,0.7579,376.26875
10/28/2014,0.162,0,0.838,0.4404,348.9025
10/29/2014,0,0,1,0,335.53625
11/1/2014,0.301,0,0.699,0.5106,325.22633
11/6/2014,0,0.304,0.696,-0.5859,346.775
11/13/2014,0,0,1,0,389.00333
11/16/2014,0,0.198,0.802,-0.8455,400.47166
11/18/2014,0.142,0.082,0.775,0.34,375.83333
11/23/2014,0.219,0.149,0.632,0.3472,367.83
11/29/2014,0.091,0.216,0.693,-0.4404,376.851
12/1/2014,0.174,0,0.826,0.2263,377.862
12/2/2014,0.0645,0.077,0.8585,-0.08895,382.452
12/4/2014,0.124,0,0.876,0.34,368.3618
12/7/2014,0.212,0.082,0.706,0.4939,373.155
12/11/2014,0.138,0.06475,0.79725,0.2259,348.272
12/16/2014,0.522,0,0.478,0.872,330.536
12/17/2014,0,0,1,0,317.405
12/21/2014,0,0,1,0,320.03499
12/22/2014,0.211,0,0.789,0.4466,328.701
12/27/2014,0,0.1135,0.8865,-0.31245,316.009
12/28/2014,0.0725,0.086,0.8415,-0.07175,315.64
12/29/2014,0.086,0.298,0.616,-0.7351,313.994
12/30/2014,0,0,1,0,309.903
1/4/2015,0,0,1,0,270.813
1/5/2015,0,0,1,0,272.0175
1/9/2015,0,0,1,0,286.688
1/13/2015,0.204,0,0.796,0.6289,219.128
1/14/2015,0.122,0,0.878,0.2023,193.3511
1/20/2015,0.368,0,0.632,0.836,212.28249
1/24/2015,0.124,0,0.876,0.4019,251.606
1/25/2015,0.189,0,0.811,0.4178,283.59769
1/26/2015,0,0,1,0,258.5374
1/27/2015,0.22,0.148,0.633,0.013,257.447
2/1/2015,0.141,0.115,0.744,0.10655,229.80441
2/6/2015,0.194,0,0.806,0.5574,225.46666
2/10/2015,0.13,0,0.87,0.5106,223.00366
2/19/2015,0.172,0,0.828,0.4019,241.07183
2/20/2015,0.293,0,0.707,0.6597,245.70566
2/27/2015,0.351,0,0.649,0.4019,251.03416
2/28/2015,0,0,1,0,251.9314
3/14/2015,0.2355,0,0.7645,0.5736,283.0809
3/19/2015,0.0915,0.053,0.8555,0.06135,263.4741
3/22/2015,0.134,0,0.866,0.1779,267.5549
3/29/2015,0,0,1,0,245.1133
3/30/2015,0.102666667,0.105333333,0.792,-0.113033333,247.2639
4/2/2015,0,0,1,0,252.0578
4/13/2015,0.1705,0,0.8295,0.5398,222.6009
4/14/2015,0.162,0,0.838,0.4019,220.9126
4/21/2015,0,0,1,0,235.50369
4/24/2015,0.414,0,0.586,0.802,228.92379
4/30/2015,0,0,1,0,236.6827
5/3/2015,0,0,1,0,240.3646
5/10/2015,0.153,0.133,0.714,0.1027,239.4036
5/11/2015,0.129,0.105,0.766,0.128,240.00079
5/19/2015,0,0.154666667,0.845333333,-0.384533333,232.7193
5/24/2015,0,0,1,0,240.9415
5/27/2015,0,0,1,0,237.6708
5/28/2015,0,0,1,0,237.2277
5/29/2015,0,0.255,0.745,-0.6682,236.1404
6/4/2015,0.129,0.226,0.645,-0.2732,223.9665
6/15/2015,0.202,0,0.798,0.4158,237.39899
6/16/2015,0.178,0,0.822,0.3818,248.7435
6/20/2015,0,0.265,0.735,-0.6597,244.15625
7/2/2015,0.077,0.06,0.863,0.10115,255.52675
7/13/2015,0,0,1,0,290.93137
7/19/2015,0.094,0.094,0.812,0,274.28387
7/20/2015,0.097,0.082,0.821,0.0772,279.45925
7/28/2015,0,0,1,0,292.99425
8/1/2015,0.073,0.161,0.766,-0.4934,278.68258
8/4/2015,0,0.211,0.789,-0.4939,284.24366
8/16/2015,0.121,0,0.879,0.0258,258.0065
8/20/2015,0.196,0,0.804,0.4877,234.56375
8/24/2015,0.311,0,0.689,0.6283,203.18133
9/1/2015,0,0,1,0,226.28841
9/3/2015,0,0.156,0.844,-0.34,227.14741
9/8/2015,0,0.227,0.773,-0.6249,244.31383
9/22/2015,0,0,1,0,231.30983
10/16/2015,0.276,0.164,0.56,0.4588,267.53983
10/26/2015,0.167,0,0.833,0.3818,287.83091
10/31/2015,0.073,0.097,0.83,-0.1283,311.70274
11/2/2015,0,0,1,0,369.51133
11/3/2015,0.2325,0,0.7675,0.5318,432.46133
11/8/2015,0.267,0,0.733,0.7351,370.652
11/15/2015,0.139,0,0.861,0.2716,320.06
11/17/2015,0.215,0,0.785,0.6249,333.33299
11/18/2015,0.054,0.283,0.663,-0.8519,334.02499
11/20/2015,0.0445,0.1805,0.775,-0.47065,321.482
11/21/2015,0.184,0,0.816,0.5574,326.365
12/8/2015,0.1235,0,0.8765,0.2787,421.424
12/16/2015,0.035,0.0995,0.8655,-0.21685,451.102
12/17/2015,0.254,0,0.746,0.6259,456.425
12/27/2015,0,0,1,0,427.817
1/2/2016,0.18,0,0.82,0.0516,431.985
1/3/2016,0.263,0,0.737,0.5637,431.691
1/14/2016,0,0.115,0.885,-0.5106,416.29
1/15/2016,0.2945,0.118,0.5875,0.43115,372.737
1/19/2016,0,0.306,0.694,-0.6597,378.775
1/20/2016,0.355,0,0.645,0.0258,417.439
1/22/2016,0.071,0.191,0.738,-0.5559,388.219
1/23/2016,0.333,0,0.667,0.7184,388.538
1/29/2016,0.286,0,0.714,0.44655,376.952
2/3/2016,0.078,0,0.922,0.1779,370.433
2/9/2016,0.358,0,0.642,0.7717,374.764
2/10/2016,0.446,0,0.554,0.9442,379.186
2/13/2016,0.281,0,0.719,0.8402,397.23
2/14/2016,0,0,1,0,405.621
2/16/2016,0.135,0.399,0.466,-0.8077,407.017
2/18/2016,0.14,0.158,0.702,0.1779,421.956
2/21/2016,0,0,1,0,436.14
2/22/2016,0,0,1,0,438.745
2/28/2016,0.139,0,0.861,0.4404,438.28
3/1/2016,0.283,0,0.717,0.6908,434.001
3/12/2016,0.249,0,0.751,0.6486,411.637
3/13/2016,0.33,0,0.67,0.7506,414.208
3/23/2016,0.104,0.077,0.82,0.128,415.837
3/27/2016,0.16,0,0.84,0.2732,424.297
3/28/2016,0,0.096,0.904,-0.1779,423.597
4/2/2016,0.0675,0,0.9325,0.1806,418.93999
4/3/2016,0,0.186,0.814,-0.5965,418.593
4/4/2016,0.087,0,0.913,0.296,422.044
4/7/2016,0.135,0,0.865,0.3612,421.616
4/21/2016,0,0,1,0,446.776
4/23/2016,0,0,1,0,455.152
4/29/2016,0,0,1,0,454.375
5/2/2016,0.067818182,0.124545455,0.807636364,-0.043609091,443.681
5/3/2016,0.2605,0.1965,0.5435,0.0998,449.157
5/8/2016,0.171,0,0.829,0.4767,458.708
5/9/2016,0,0,1,0,460.954
5/12/2016,0,0.458,0.542,-0.6408,453.701
5/14/2016,0.4495,0.0945,0.456,0.64075,456.093
5/15/2016,0.127,0.064,0.809,0.3887,457.64099
5/19/2016,0,0.196,0.804,-0.5267,440.231
5/20/2016,0.431,0.089,0.479,0.8934,442.953
5/21/2016,0.273,0,0.727,0.7184,442.892
5/22/2016,0,0,1,0,440.551
5/25/2016,0.141,0.1095,0.7495,0.2835,448.278
5/27/2016,0,0,1,0,489.847
6/7/2016,0,0,1,0,576.226
6/8/2016,0,0,1,0,580.43599
6/12/2016,0,0.231,0.769,-0.34,682.226
6/17/2016,0.15,0.164,0.686,-0.0644,736.386
6/18/2016,0.073,0,0.927,0.0258,747.831
6/19/2016,0,0,1,0,758.903
6/23/2016,0,0,1,0,657.08999
6/24/2016,0.3145,0,0.6855,0.42935,687.168
6/27/2016,0.228,0.151,0.621,0.4084,655.94399
6/28/2016,0.231,0,0.769,0.6369,634.357
7/5/2016,0.161,0,0.839,0.4364,676.872
7/7/2016,0.337,0,0.663,0.6808,640.476
7/9/2016,0.1265,0.0995,0.774,0.10115,649.356
7/10/2016,0.275,0,0.725,0.6486,656.747
7/11/2016,0,0.19,0.81,-0.2755,648.136
7/12/2016,0,0,1,0,663.443
7/21/2016,0.306,0,0.694,0.8658,666.747
7/26/2016,0.294,0,0.706,0.3612,650.82899
7/28/2016,0.271,0,0.729,0.6369,655.427
8/2/2016,0,0.1155,0.8845,-0.2997,555.926
8/3/2016,0.069,0.1805,0.7505,-0.16885,578.52374
8/5/2016,0.21575,0.02425,0.76,0.36585,574.87375
8/7/2016,0.737,0,0.263,0.8555,589.66125
8/9/2016,0.116333333,0.104666667,0.779333333,0.0604,585.23875
8/10/2016,0.104,0,0.896,0.2732,594.81625
8/16/2016,0,0,1,0,575.54125
8/17/2016,0.2085,0,0.7915,0.41125,572.37249
8/18/2016,0,0.154,0.846,-0.4767,573.01625
8/29/2016,0,0.167,0.833,-0.1027,571.94125
8/31/2016,0.318,0,0.682,0.7906,572.96
9/6/2016,0.196,0.399,0.405,-0.4588,609.4325
9/8/2016,0.161,0,0.839,0.3612,623.6
9/14/2016,0,0.492,0.508,-0.4404,606.8975
9/15/2016,0.137,0,0.863,0.368,605.52125
9/25/2016,0,0,1,0,598.9075
9/29/2016,0.293,0,0.707,0.4404,604.52125
10/1/2016,0.198,0,0.802,0.6369,613.23749
10/3/2016,0.106,0.216,0.678,-0.3818,609.495
10/5/2016,0,0,1,0,610.57
10/7/2016,0,0,1,0,617.445
10/8/2016,0.502,0,0.498,0.8779,614.59625
10/13/2016,0,0.231,0.769,-0.34,635.88375
10/14/2016,0.326,0,0.674,0.4404,638.975
10/15/2016,0,0,1,0,638.605
10/19/2016,0,0,1,0,626.36875
10/21/2016,0.1155,0,0.8845,0.3715,630.61875
10/24/2016,0,0,1,0,652.235
10/27/2016,0.088333333,0.163666667,0.748,-0.273333333,684.2975
10/29/2016,0.294,0,0.706,0.3612,704.91
10/31/2016,0,0,1,0,708.955
11/1/2016,0.144,0,0.856,0.4019,725.6925
11/4/2016,0,0,1,0,702.175
11/8/2016,0.206,0,0.794,0.5267,728.36125
11/9/2016,0,0,1,0,719.2525
11/11/2016,0,0,1,0,715.7725
11/13/2016,0,0.167,0.833,-0.5574,704.62125
11/14/2016,0.116,0.151,0.734,-0.2263,711.39625
11/17/2016,0.248666667,0.042666667,0.708666667,0.4238,738.665
11/18/2016,0.083,0,0.917,0.27815,748.8075
11/20/2016,0,0,1,0,730.365
11/22/2016,0.121,0.074,0.806,0.3252,745.97875
11/24/2016,0,0,1,0,730.3125
11/25/2016,0.481,0,0.519,0.8126,737.4025
11/26/2016,0,0.231,0.769,-0.4408,727.445
11/28/2016,0.113,0.2575,0.63,-0.1348,731.12625
11/30/2016,0,0,1,0,744.1025
12/3/2016,0,0,1,0,764.3575
12/4/2016,0.115,0,0.885,0.296,760.1
12/6/2016,0.128,0,0.872,0.0516,758.35375
12/7/2016,0,0,1,0,763.23625
12/8/2016,0.09325,0.116,0.791,-0.06685,766.8725
12/9/2016,0,0,1,0,773.2825
12/14/2016,0,0.202,0.798,-0.6486,776.9825
12/16/2016,0.098,0.16,0.742,-0.3818,786.9725
12/17/2016,0,0,1,0,789.24625
12/18/2016,0,0,1,0,791
12/19/2016,0,0,1,0,789.2325
12/20/2016,0.2355,0,0.7645,0.31095,805.79625
12/21/2016,0.203,0.059,0.7385,0.49075,842.63875
12/22/2016,0.227333333,0,0.772666667,0.470666667,910.9325
12/23/2016,0.14875,0,0.85125,0.2197,910.2475
12/24/2016,0.231,0,0.769,0.5859,870.13125
12/26/2016,0.2366,0,0.7634,0.53086,900.36625
12/27/2016,0.057,0,0.943,0.10115,948.89875
12/28/2016,0.07,0,0.93,0.25635,971.645
12/29/2016,0.150333333,0.049,0.800666667,0.307066667,954.84375
12/30/2016,0.199666667,0,0.800333333,0.5197,952.455
12/31/2016,0.194,0.0885,0.7175,0.13465,964.325
1/1/2017,0.199142857,0,0.800857143,0.3575,1009.97375
1/2/2017,0.08325,0,0.91675,0.246525,1028.33375
1/3/2017,0.276,0,0.724,0.69225,1047.09999
1/4/2017,0.109090909,0.080636364,0.810272727,0.059581818,1140.385
1/5/2017,0,0,1,0,985.93875
1/6/2017,0.180666667,0.138333333,0.681,0.110166667,837.83625
1/7/2017,0,0,1,0,923.52375
1/9/2017,0.11,0,0.89,0.1366,905.22625
1/11/2017,0.17325,0.04825,0.77825,0.374525,772.66125
1/14/2017,0.28175,0.01025,0.708,0.558675,821.19625
1/15/2017,0,0,1,0,830.74
1/16/2017,0,0,1,0,848.58125
1/17/2017,0.174,0.12,0.707,0,890.29375
1/18/2017,0.126,0,0.874,0.32985,888.0625
1/22/2017,0,0,1,0,920.365
1/24/2017,0,0,1,0,898.55
1/29/2017,0,0,1,0,916.91125
1/31/2017,0,0,1,0,973.065
2/1/2017,0.219333333,0.039666667,0.741,0.361133333,982.8275
2/2/2017,0.030333333,0,0.969666667,0.0172,1020.09
2/3/2017,0.182,0,0.818,0.4404,1011.215
2/7/2017,0,0,1,0,1067.70875
2/8/2017,0.03,0,0.97,0.0625,1072.205
2/11/2017,0.172,0,0.828,0.3612,1004.71375
2/14/2017,0,0.19,0.81,-0.6908,1003.59
2/16/2017,0.469,0,0.531,0.6486,1038.86625
2/18/2017,0.316,0,0.684,0.8126,1052.84375
2/19/2017,0,0,1,0,1046.66249
2/20/2017,0,0.069,0.931,-0.1027,1079.5825
2/22/2017,0.174,0,0.826,0.2732,1122.515
2/23/2017,0.09475,0.063,0.84225,0.121125,1193.501
2/24/2017,0.088,0,0.912,0.28595,1182.429
2/25/2017,0.09,0.10525,0.80475,-0.00805,1139.848
2/26/2017,0.185,0,0.815,0.5267,1189.366
2/27/2017,0.0445,0.175,0.7805,-0.3404,1189.94699
2/28/2017,0.10475,0.1145,0.781,0.02965,1193.611
3/1/2017,0,0,1,0,1221.05
3/2/2017,0.0905,0.074333333,0.835166667,0.007266667,1269.776
3/3/2017,0.2235,0,0.7765,0.47485,1285.376
3/4/2017,0.255,0,0.745,0.5859,1260.668
3/5/2017,0,0,1,0,1273.24699
3/6/2017,0,0,1,0,1280.30499
3/7/2017,0.17,0,0.83,0.6249,1206.357
3/8/2017,0.096,0.077,0.827,0.1812,1153.06
3/9/2017,0,0.098,0.902,-0.1715,1200.557
3/10/2017,0.11575,0.102,0.78225,0.063741667,1147.625
3/11/2017,0.03825,0.05575,0.906,-0.05205,1186.351
3/12/2017,0.121,0.227,0.6515,-0.0897,1235.553
3/13/2017,0.040666667,0,0.959333333,0.1204,1242.806
3/14/2017,0.049,0.0655,0.8855,-0.02055,1245.892
3/15/2017,0,0.397,0.603,-0.8481,1247.67099
3/16/2017,0,0,1,0,1126.08199
3/17/2017,0.136,0.182,0.682,0.0005,1062.07
3/18/2017,0.238666667,0.169,0.592,0.2656,1000.24599
3/19/2017,0.0685,0.2475,0.684,-0.5103,1036.226
3/20/2017,0.088333333,0.043,0.869,0.041266667,1065.481
3/21/2017,0.156,0.0745,0.7695,0.1672,1091.333
3/22/2017,0,0,1,0,1036.099
3/24/2017,0.109666667,0.106333333,0.784,-0.010766667,921.808
3/25/2017,0.19375,0.25875,0.54775,-0.214475,962.508
3/26/2017,0.12325,0,0.87675,0.2939,968.293
3/27/2017,0.187,0.092666667,0.72,0.147966667,1035.32199
3/28/2017,0,0.223,0.777,-0.6486,1011.969
3/29/2017,0.075,0.094,0.83,-0.128,1041.374
3/31/2017,0.062,0,0.938,0.17,1077.557
4/1/2017,0,0,1,0,1082.37
4/3/2017,0.223333333,0.041,0.735666667,0.371033333,1148.092
4/4/2017,0.1835,0,0.8165,0.35015,1139.86
4/5/2017,0,0.040666667,0.959333333,-0.164633333,1150.685
4/6/2017,0.1685,0.033,0.798,0.35505,1177.284
4/7/2017,0,0,1,0,1196.896
4/8/2017,0.167625,0.055625,0.776875,0.208325,1187.03299
4/9/2017,0.210666667,0,0.789333333,0.541233333,1213.801
4/10/2017,0,0.29,0.71,-0.6486,1206.74
4/11/2017,0.103,0,0.897,0.3291,1226.896
4/12/2017,0.168,0.137,0.695,0.14845,1216.269
4/14/2017,0.074,0,0.926,0.2553,1186.10899
4/16/2017,0.102666667,0.240333333,0.657,-0.469333333,1184.2
4/17/2017,0.143,0,0.857,0.3612,1211.73799
4/18/2017,0.195,0,0.805,0.4404,1218.666
4/19/2017,0.1114,0,0.8886,0.19956,1227.981
4/20/2017,0.13525,0,0.86475,0.4128,1261.702
4/21/2017,0.0895,0.061,0.8495,0.099633333,1255.25125
4/23/2017,0.1405,0.113,0.7465,0.1909,1243.43
4/24/2017,0.133,0,0.867,0.3706,1251.5775
4/25/2017,0.053666667,0.080333333,0.866,-0.209833333,1269.69625
4/26/2017,0.0635,0.111666667,0.825166667,-0.189966667,1289.7475
4/27/2017,0.0516,0.0324,0.916,0.07958,1335.825
4/28/2017,0.0995,0.043,0.8575,0.172175,1319.7
4/29/2017,0.12875,0.06975,0.8015,0.1632,1311.58874
4/30/2017,0.18325,0,0.81675,0.4298,1370.79
5/1/2017,0.1215,0.0607,0.8177,0.18906,1416.61
5/2/2017,0.128875,0.052125,0.819,0.1921,1448.88625
5/3/2017,0.1905,0,0.8095,0.534,1506.7725
5/4/2017,0.198,0,0.802,0.39515,1543.31
5/5/2017,0.103,0.232,0.664,-0.5423,1536.1525
5/6/2017,0.0715,0,0.9285,0.1796,1554.6025
5/7/2017,0.198,0.091,0.7115,0.3839,1564.065
5/8/2017,0.096,0.061666667,0.842,0.139066667,1644.72875
5/9/2017,0.139,0.04725,0.81375,0.0987,1695.83125
5/10/2017,0,0,1,0,1748.35375
5/11/2017,0.036888889,0.067888889,0.895222222,-0.087911111,1774.52
5/12/2017,0.091916667,0.187,0.721166667,-0.202208333,1634.6075
5/13/2017,0.076,0.075,0.849,-0.004033333,1774.805
5/14/2017,0.1745,0,0.8255,0.449725,1747.04375
5/15/2017,0.07725,0.03625,0.8865,0.056575,1665.0325
5/16/2017,0.106,0,0.894,0.31245,1744.44125
5/17/2017,0.271833333,0.109166667,0.619166667,0.483883333,1796.89625
5/18/2017,0.1022,0.1136,0.7842,0.14726,1913.13875
5/19/2017,0.0566,0.021,0.9224,0.07854,1983.97875
5/20/2017,0.095,0.099285714,0.805714286,-0.0363,2074.69625
5/21/2017,0.103571429,0.054142857,0.842285714,0.091428571,2114.98875
5/22/2017,0.1073125,0.0246875,0.868,0.165725,2196.66874
5/23/2017,0.148230769,0.032384615,0.819384615,0.248353846,2348.55249
5/24/2017,0.181142857,0.042857143,0.776,0.290071429,2581.85375
5/25/2017,0.149615385,0.030307692,0.820153846,0.184269231,2460.95375
5/26/2017,0.03525,0.10925,0.8555,-0.0686,2232.2875
5/27/2017,0.083,0,0.917,0.2229,2234.83374
5/28/2017,0.041777778,0.084666667,0.873444444,-0.089266667,2195.785
5/29/2017,0.031375,0.071,0.897625,-0.088575,2315.73625
5/30/2017,0.234333333,0.114833333,0.651,0.323333333,2170.98124
5/31/2017,0.051888889,0.015333333,0.932777778,0.085477778,2402.125
6/1/2017,0.035,0.1325,0.8325,-0.1607,2477.1725
6/2/2017,0.077,0.05525,0.86775,0.074225,2475.2975
6/3/2017,0.2118,0.018,0.7702,0.48172,2526.31125
6/4/2017,0.032,0.063,0.905,-0.056071429,2605.125
6/5/2017,0.080333333,0.013,0.906666667,0.090383333,2855.03
6/6/2017,0.107941176,0.025823529,0.866235294,0.224076471,2900.8525
6/7/2017,0.10175,0.1025,0.795875,0.0476,2737.9025
6/8/2017,0.055444444,0.066777778,0.877777778,-0.039444444,2826.03875
6/9/2017,0.1344,0.1068,0.759,0.12566,2846.00625
6/10/2017,0.01875,0,0.98125,0.03515,2910.33625
6/11/2017,0.109166667,0.0445,0.846333333,0.157783333,3007.0125
6/12/2017,0.110142857,0.052428571,0.837428571,0.101171429,2697.0775
6/13/2017,0.1765,0.107166667,0.716333333,-0.025383333,2780.1825
6/14/2017,0.043285714,0.051285714,0.905571429,-0.032214286,2518.54875
6/15/2017,0.147133333,0.1062,0.746666667,0.115306667,2438.61749
6/16/2017,0.047333333,0.248666667,0.704,-0.518933333,2520.78375
6/17/2017,0.059285714,0.014142857,0.926571429,0.153057143,2680.1025
6/18/2017,0.033,0.073666667,0.893333333,-0.12615,2611.67999
6/19/2017,0.125285714,0.079142857,0.795428571,0.125042857,2667.5475
6/20/2017,0.080142857,0.039357143,0.880571429,0.060635714,2805.0975
6/21/2017,0.076285714,0.086428571,0.837285714,-0.003985714,2702.00375
6/22/2017,0.1278,0.0612,0.811,0.11632,2763.29125
6/23/2017,0.113222222,0.115,0.771777778,-0.097966667,2740.5925
6/24/2017,0.067875,0.01525,0.916875,0.16005,2598.15875
6/25/2017,0.1,0,0.9,0.3332125,2630.59499
6/26/2017,0.177222222,0.055111111,0.767777778,0.254533333,2513.42999
6/27/2017,0.1399,0.0352,0.8249,0.17819,2556.1675
6/28/2017,0.08275,0.06375,0.8535,0.056675,2591.2675
6/29/2017,0.10325,0.027,0.86975,0.1503,2547.3225
6/30/2017,0.113,0.04,0.847,0.1413,2479.05499
7/1/2017,0.060714286,0.031857143,0.907428571,0.094657143,2424.69875
7/2/2017,0.221,0.05375,0.72525,0.414025,2513.74125
7/3/2017,0.125444444,0.010111111,0.864444444,0.231255556,2640.06125
7/4/2017,0.0924,0.0158,0.8918,0.18156,2588.67875
7/5/2017,0.1395,0.031666667,0.828666667,0.200133333,2634.17375
7/6/2017,0.11425,0.087083333,0.798666667,0.123633333,2598.57
7/7/2017,0.1235,0.059125,0.817375,0.0952625,2514.3625
7/8/2017,0.147666667,0.078666667,0.773666667,0.2364,2586.0425
7/9/2017,0.049428571,0.054857143,0.895714286,-0.017428571,2524.12624
7/10/2017,0.0365,0.07875,0.88475,-0.056775,2352.265
7/11/2017,0.1136,0.0746,0.8118,0.1175,2292.91375
7/12/2017,0.1421,0,0.8579,0.3771,2437.55375
7/13/2017,0.088555556,0.052888889,0.858333333,0.097566667,2337.67875
7/14/2017,0.112375,0.096125,0.7915,0.023525,2109.37375
7/15/2017,0.162285714,0.100571429,0.737142857,0.192857143,2045.5725
7/16/2017,0.087333333,0.090555556,0.822111111,0.022344444,1986.9425
7/17/2017,0.07375,0.069,0.85725,-0.0157,2189.23999
7/18/2017,0.118857143,0.036428571,0.844714286,0.263642857,2354.8925
7/19/2017,0.126333333,0.056,0.817666667,0.178,2349.355
7/20/2017,0.092363636,0.062272727,0.845272727,0.096709091,2740.56875
7/21/2017,0.116642857,0.03,0.853357143,0.29485,2738.775
7/22/2017,0.118090909,0.026454545,0.855545455,0.296345455,2831.67875
7/23/2017,0.087714286,0.033857143,0.878428571,0.166557143,2772.3675
7/24/2017,0.0648,0.0262,0.9089,0.13548,2768.8025
7/25/2017,0.135222222,0.096,0.768888889,0.154722222,2540.20874
7/26/2017,0.073727273,0.087636364,0.838636364,-0.008518182,2570.195
7/27/2017,0.0938125,0.1205,0.7856875,0.02585,2699.72125
7/28/2017,0.121384615,0.046692308,0.831923077,0.193453846,2719.69
7/29/2017,0.146916667,0.038083333,0.815,0.271325,2714.70375
7/30/2017,0.0615,0.0835,0.855,-0.067566667,2718.6175
7/31/2017,0.0900625,0.084,0.825875,0.04558125,2867.65375
8/1/2017,0.118777778,0.113962963,0.767296296,0.016555556,2739.70875
8/2/2017,0.1116,0.0848,0.8036,0.11008,2740.07125
8/3/2017,0.0969375,0.0755625,0.827625,0.0216125,2811.71
8/4/2017,0.09375,0.032125,0.874125,0.1189,3123.41125
8/5/2017,0.100806452,0.041387097,0.857806452,0.08753871,3254.71
8/6/2017,0.1215,0.0252,0.8532,0.26304,3274.6375
8/7/2017,0.134764706,0.040764706,0.824470588,0.187258824,3474.7625
8/8/2017,0.126157895,0.056421053,0.817473684,0.205794737,3416.185
8/9/2017,0.13875,0.05625,0.80505,0.265115,3364.41125
8/10/2017,0.1249,0.0445,0.8306,0.21278,3451.8525
8/11/2017,0.0704,0.045266667,0.884333333,0.06154,3705.43
8/12/2017,0.0996,0.0296,0.870866667,0.2097,4104.015
8/13/2017,0.131592593,0.021851852,0.846518519,0.212366667,4036.7575
8/14/2017,0.073777778,0.057333333,0.869,0.020938889,4462.67625
8/15/2017,0.134607143,0.068928571,0.796428571,0.174057143,4118.9025
8/16/2017,0.123461538,0.029076923,0.847384615,0.235292308,4322.42125
8/17/2017,0.071,0.036571429,0.8925,0.150057143,4311.685
8/18/2017,0.1735,0,0.8265,0.341383333,4180.23875
8/19/2017,0.127266667,0.0614,0.811333333,0.1494,4139.38125
